codigo,descricao,id_grupo,id_classe,id_pdm,status,sustentavel
196405,"MEDICAMENTOS PARA APARELHOS DIGESTIVO METABOLISMO E NUTRICAO, MEDICAMENTOS PARA APARELHOS DIGESTIVO ME NOME",64,6405,17121,False,False
196410,"MEDICAMENTOS PARA SANGUE E ORGAOS HEMATOPOETICOS, MEDICAMENTOS PARA SANGUE E ORGAOS HEMATO NOME",64,6410,17122,False,False
196415,"MEDICAMENTOS PARA APARELHO CARDIVASCULAR, MEDICAMENTOS PARA APARELHO CARDIVASCULAR NOME",64,6415,17123,False,False
196420,"MEDICAMENTOS PARA DERMATOLOGICOS,   OTOLOGICOS   EOFTAMOLOGICOS, MEDICAMENTOS PARA DERMATOLOGICOS,   OTOL NOME",64,6420,17124,False,False
196425,"MEDICAMENTOS PARA APARELHOS GENITOURINARIO E HARMONIOS SEXUAIS, MEDICAMENTOS PARA APARELHOS GENITOURINAR NOME",64,6425,17125,False,False
196430,"MEDICAMENTOS PARA HORMONIOS, EXCETO SEXUAIS E METABOLISMO, MEDICAMENTOS PARA HORMONIOS, EXCETO SEXU NOME",64,6430,17126,False,False
196435,"MEDICAMENTOS PARA QUIMIOTERAPIA, MEDICAMENTOS PARA QUIMIOTERAPIA NOME",64,6435,17127,False,False
196445,"MEDICAMENTOS PARA SISTEMA NERVOSO, MEDICAMENTOS PARA SISTEMA NERVOSO NOME",64,6445,17129,False,False
196450,"MEDICAMENTOS PARA APARELHO RESPIRATORIO, MEDICAMENTOS PARA APARELHO RESPIRATORIO NOME",64,6450,17130,False,False
196455,"MEDICAMENTOS PARA SISTEMA MUSCULO ESQUELETICO, MEDICAMENTOS PARA SISTEMA MUSCULO ESQUEL NOME",64,6455,17131,False,False
196465,"OUTROS PROTOCOLOS, OUTROS MEDICAMENTOS NOME",64,6465,17133,False,False
196470,"DROGAS E PRODUTOS QUIMICOS PARA ANALISE   LABORATORIAIS, DROGAS E PRODUTOS QUIMICOS PARA ANALISE NOME",64,6470,17134,False,False
196495,"MEDICAMENTOS, DROGAS E PRODUTOS BIOLOGICOS, DIVER SOS, MEDICAMENTOS, DROGAS E PRODUTOS BIOLOGIC NOME",64,6495,17136,False,False
