codigo,descricao,codigo_classe
05169,ETOFENPROXI                                                                                         ,6840
05170,DODECENILA                                                                                          ,6810
05171,TETRADECENIL ACETATO                                                                                ,6810
05172,ESMOLOL CLORIDRATO                                                                                  ,6505
05173,MINOXIDIL                                                                                           ,6810
05174,ETILEFRINA CLORIDRATO                                                                               ,6505
05175,VANCOMICINA                                                                                         ,6810
05176,CARIOFILENO                                                                                         ,6810
05177,CIPROFLOXACINO                                                                                      ,6810
05178,FENILEFRINA CLORIDRATO                                                                              ,6505
05179,TIOCIANATO DE SÓDIO                                                                                 ,6810
05180,CICLOPENTENONA                                                                                      ,6810
05181,TIODICARBE                                                                                          ,6840
05182,"ÁCIDO 5,5-DITIOBIS(2-NITROBENZÓICO)                                                                 ",6810
05183,ÁCIDO PIRÚVICO                                                                                      ,6810
05184,AZOXISTROBINA                                                                                       ,6840
05185,6-(DIMETIL)AMINOPURINA                                                                              ,6810
05186,FEXOFENADINA                                                                                        ,6505
05187,RIFABUTINA                                                                                          ,6505
05188,FLUBENDIAMIDA                                                                                       ,6840
05189,GENCITABINA CLORIDRATO                                                                              ,6505
05190,GONADORRELINA                                                                                       ,6505
05191,LISOZIMA                                                                                            ,6505
05192,ÁCIDO MÁLICO                                                                                        ,6810
05193,FOSETIL                                                                                             ,6840
05194,IMIPRAMINA                                                                                          ,6505
05195,IRINOTECANO CLORIDRATO                                                                              ,6505
05196,PERCLORATO DE SÓDIO                                                                                 ,6810
05197,ISOTIPENDIL CLORIDRATO                                                                              ,6505
05198,IODOSUCCINIMIDA                                                                                     ,6810
05199,LEVOBUPIVACAÍNA CLORIDRATO                                                                          ,6505
05200,LEVOMEPROMAZINA                                                                                     ,6505
05201,ÁCIDO BÓRICO                                                                                        ,6840
05202,FIPRONIL                                                                                            ,6840
05203,IMIBENCONAZOL                                                                                       ,6840
05204,AAPROTININA                                                                                         ,6505
05205,MEPIVACAÍNA CLORIDRATO + EPINEFRINA                                                                 ,6505
05206,METFORMINA CLORIDRATO                                                                               ,6505
05206,METFORMINA CLORIDRATO                                                                               ,6505
05207,DESVENLAFAXINA                                                                                      ,6505
05208,CARBOXIFENIL-TRIFLUOROBORATO DE POTÁSSIO                                                            ,6810
05209,CIMOXANIL                                                                                           ,6840
