codigo,descricao,codigo_classe
08388,INDICADOR COMBUSTÍVEL VEÍCULO AUTOMOTIVO                                                            ,2540
08389,MEDIDOR NÍVEL LÍQUIDO                                                                               ,6680
08390,INSTRUMENTO DE ENSAIO EQUIPAMENTO DE COMUNICACAO                                                    ,6625
08391,INSTRUMENTO DE FOTOGRAMETRIA                                                                        ,6675
08392,INSTRUMENTO DE GEODESIA                                                                             ,6655
08393,INSTRUMENTO DE HIDROMETEOROLOGIA                                                                    ,6660
08394,APARELHO MEDIÇÃO                                                                                    ,6635
08395,INSTRUMENTO DE MEDICAO DE TEOR ALCOOLICO PARA LABORATORIO                                           ,6640
08396,INSTRUMENTO DE MOTOR DE AERONAVE                                                                    ,6620
08397,INSTRUMENTO DE MOTOR DE EMBARCACAO                                                                  ,6620
08398,INSTRUMENTO DE MOTOR DE VEICULO                                                                     ,6620
08399,INSTRUMENTO DE OCEANOGRAFIA                                                                         ,6655
08400,INSTRUMENTO ORTODÔNTICO                                                                             ,6520
08400,INSTRUMENTAL ORTODÔNTICO                                                                            ,6520
08401,INSTRUMENTO DE SISMOGRAFIA                                                                          ,6655
08402,INSTRUMENTO SONDA PETRÓLEO                                                                          ,3835
08403,PEÇAS / COMPONENTES TOPOGRAFIA                                                                      ,6675
08404,INSTRUMENTO DE VETERINÁRIA                                                                          ,6525
08405,"INSTRUMENTO ELETRICO PAINEL DE VERIFICACAO, ENSAIOE MEDICAO DE APARELHO ELETRICO / ELETRONICO       ",6625
08406,INSTRUMENTO ELETROELETRONICO                                                                        ,5998
08406,INSTRUMENTO ELETROELETRONICO                                                                        ,5998
08407,INSTRUMENTO ELETRONICO DE MEDICAO PARA PAINEL                                                       ,6625
08408,"INSTRUMENTO ELETRONICO PAINEL DE VERIFICACAO,  EN-SAIO E MEDICAO DE APARELHO ELETRICO / ELETRONICO  ",6625
08409,INSTRUMENTO ESPECIAL PRODUÇÃO E ESTIMULAÇÃO POÇO P                                                  ,3835
08410,INSTRUMENTO MUSICAL                                                                                 ,7710
08410,INSTRUMENTO MUSICAL                                                                                 ,7710
08411,INSTRUMENTO MUSICAL - CORDA                                                                         ,7710
08411,INSTRUMENTO MUSICAL - CORDA                                                                         ,7710
08411,INSTRUMENTO MUSICAL - CORDA                                                                         ,7710
08412,INSTRUMENTO MUSICAL - FOLE                                                                          ,7710
08413,INSTRUMENTO MUSICAL - GONGO                                                                         ,7710
08414,INSTRUMENTO MUSICAL - PERCURSÃO                                                                     ,7710
