codigo,descricao,codigo_classe
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS                                                   ,3590
16888,MÁQUINAS E EQUIPAMENTOS PARA PRODUTOS ALIMENTÍCIOS                                                  ,3605
16888,MÁQUINAS E EQUIPAMENTOS PARA PRODUTOS ALIMENTÍCIOS                                                  ,3605
16889,FACA CORTE E VINCO                                                                                  ,3610
16889,FACA CORTE E VINCO                                                                                  ,3610
16889,FACA CORTE E VINCO                                                                                  ,3610
16890,MÁQUINAS INDUSTRIAIS PARA MARCAÇÃO                                                                  ,3611
16891,MÁQUINAS PARA INDÚSTRIA DE POLPA E DE PAPEL                                                         ,3615
16892,CORTADOR ISOPOR                                                                                     ,3620
16893,MÁQUINA REVISORA TECIDO                                                                             ,3625
16894,MÁQUINAS PARA INDÚSTRIAS DE PRODUTOS DE ARGILA E CONCRETO                                           ,3630
16895,MÁQUINAS PARA INDÚSTRIAS DE CRISTAL E VIDRO                                                         ,3635
16896,MÁQUINAS PARA INDÚSTRIAS DE TABACO                                                                  ,3640
16897,MÁQUINAS PARA INDÚSTRIAS DE COURO E DE CURTUMES                                                     ,3645
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
16898,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS                                                      ,9999
