codigo,descricao,codigo_classe
07992,GESSO - REBOCO                                                                                      ,5640
07993,GESSO                                                                                               ,9999
07994,GESSO - USO ODONTOLÓGICO                                                                            ,6520
07995,GESSO PEDRA - USO ODONTOLOGICO                                                                      ,6520
07996,GESTODENO                                                                                           ,6505
07997,CLOTIANIDINA                                                                                        ,6840
07998,GEMIFLOXACINO                                                                                       ,6505
07999,GIZ DE ALFAIATE                                                                                     ,8315
07999,GIZ DE ALFAIATE                                                                                     ,8315
07999,GIZ DE ALFAIATE                                                                                     ,8315
07999,GIZ DE ALFAIATE                                                                                     ,8315
07999,GIZ DE ALFAIATE                                                                                     ,8315
08000,GLIBENCLAMIDA                                                                                       ,6505
08001,AZAMETIFÓS                                                                                          ,6840
08002,GLICANA                                                                                             ,6505
08003,GLICINA                                                                                             ,6810
08004,BUCLIZINA                                                                                           ,6505
08005,CLORETO DE (METOXIMETIL)TRIFENILFOSFÔNIO                                                            ,6810
08005,CLORETO DE (METOXIMETIL)TRIFENILFOSFÔNIO                                                            ,6810
08006,GLICOSÍMETRO                                                                                        ,6515
08007,GLICOSE                                                                                             ,6505
08007,GLICOSE                                                                                             ,6505
08007,GLICOSE                                                                                             ,6505
08008,GLICOSE  HIPERTÔNICA                                                                                ,6505
08009,TIOPRONINA                                                                                          ,6505
08010,ALFAGLICOSIDASE (VER PDM 01769)                                                                     ,6505
08011,GLICOSAMINA                                                                                         ,6810
08012,GLIMEPIRIDA                                                                                         ,6505
08013,GLIPIZIDA                                                                                           ,6505
08014,COLÁGENO                                                                                            ,6810
08015,GLOBO DE LUMINARIA                                                                                  ,6250
08016,GLOBO GEOGRAFICO                                                                                    ,7640
08016,GLOBO GEOGRAFICO                                                                                    ,7640
08016,GLOBO GEOGRAFICO                                                                                    ,7640
08017,OMEPRAZOL                                                                                           ,6509
08018,GLUCAGON                                                                                            ,6505
08019,GLICONATO DE CÁLCIO                                                                                 ,6505
08020,GLICONATO DE MAGNÉSIO                                                                               ,6505
08021,GLUTARALDEÍDO                                                                                       ,6810
08022,"GLUTAMINA (VER CLASSE 6810, É MATÉRIA-PRIMA)                                                        ",8940
08023,GLUTARALDEÍDO                                                                                       ,6515
08024,GODIVA - USO ODONTOLÓGICO                                                                           ,6520
08025,GOIABA IN - NATURA                                                                                  ,8915
08026,GOMA                                                                                                ,6810
08027,GOMA BRANCA DE ESCRITORIO                                                                           ,7510
08028,GOMA DE MASCAR ( CHICLETE )                                                                         ,8925
08029,GOMA DE ROUPA                                                                                       ,7930
08029,GOMA DE ROUPA                                                                                       ,7930
08030,GOMA GRÁFICA                                                                                        ,8010
08031,GOMA LACA                                                                                           ,8010
08032,GOMA PLÁSTICA                                                                                       ,8040
08033,GONADORRELINA                                                                                       ,6509
08034,GONADOTROPINA                                                                                       ,6505
08035,GONIÔMETRO                                                                                          ,5210
08036,GORDURA COMESTIVEL                                                                                  ,8945
08037,GORDURA                                                                                             ,8945
08038,GORDURA DE FAZER SABAO                                                                              ,9160
08039,GORRO MASCULINO                                                                                     ,8440
08040,GOVERNADOR DE RELE                                                                                  ,5945
08041,GRAL                                                                                                ,6640
08041,GRAL                                                                                                ,6640
08042,ACESSÓRIO PARA EQUIPAMENTO ODONTOLÓGICO                                                             ,6520
08043,GRADE METÁLICA                                                                                      ,5335
08044,GRADE DE CONCRETO DE MONTAGEM DE CERCA                                                              ,5660
08045,GRADE DE CONTROLE DE TRANSITO                                                                       ,4240
08046,GRADE JANELA                                                                                        ,5520
08047,GRADE METALICA PARA ARQUITETURA                                                                     ,5670
08048,GRADE METALICA PARA MONTAGEM DE PISO                                                                ,5670
08049,GRADE PARA USINA HIDROELETRICA                                                                      ,6110
08050,GRADE PROTEÇÃO/GUARDA CORPO                                                                         ,5660
08051,GRADE PROTETORA DO RADIADOR                                                                         ,2930
08052,GRADE USO RADIOLOGICO                                                                               ,6525
08053,GRAFITE                                                                                             ,9620
08054,GRAFITE COLORIDO PARA DESENHO                                                                       ,6675
08055,GRAMINHO                                                                                            ,5120
08056,GRAMPEADOR CIRÚRGICO CIRCULAR INTRALUMINAL                                                          ,6515
08057,GRAMPEADOR PELE                                                                                     ,6515
08058,GRAMPEADOR CIRÚRGICO                                                                                ,6515
