codigo,descricao,codigo_classe
12343,POLIMIXINA B                                                                                        ,6505
12344,POLIMIXINA B  + NEOMICINA +                                                                         ,6505
12345,SULFATO DE POTÁSSIO                                                                                 ,6810
12346,SULFATO DE PRATA                                                                                    ,6810
12347,CICLOHEXADIENO                                                                                      ,6810
12348,TRIBUTIL-ESTANHO                                                                                    ,6810
12349,QUINCLORAQUE                                                                                        ,6840
12350,QUININA                                                                                             ,6505
12351,3-NITROFENILTRIFLUORBORATO DE POTÁSSIO                                                              ,6810
12352,SULFATO DE SÓDIO                                                                                    ,6810
12353,SULFATO DE AMÔNIO E ALUMÍNIO                                                                        ,6810
12354,BROMETO DE ESTANHO                                                                                  ,6810
12355,ANIDRIDO TRIFLUOROMETANOSULFÔNICO                                                                   ,6810
12356,SULFATO DE ZINCO                                                                                    ,6810
12357,SULFATO FERROSO                                                                                     ,6505
12358,XENÔNIO                                                                                             ,6810
12359,SULFENTRAZONA                                                                                       ,6840
12360,SULPIRIDA                                                                                           ,6505
12361,SUMATRIPTANA                                                                                        ,6505
12362,SUPER PLASTIFICANTE PARA CONCRETO                                                                   ,6850
12363,SUPERALIMENTADOR ACIONADO POR MOTOR                                                                 ,2990
12364,SUPLEMENTO ALIMENTAR - INFANTIL                                                                     ,8940
12365,SULFADOXINA                                                                                         ,6509
12366,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN )                                                          ,6505
12367,SUPLEMENTO VITAMINICO                                                                               ,6505
12368,SUPORTE ( REPARO ) NAO HIDRAULICO ( FERRAGEM )                                                      ,5340
12369,CONTROLADOR INFUSÃO INTRAVENOSA DE PRECISÃO                                                         ,6515
12370,SUPORTE / NOBREAK                                                                                   ,7195
12371,SUPORTE PLACA CIRCUITO IMPRESSO                                                                     ,5962
12372,SUPORTE BOMBA COMBUSTIVEL                                                                           ,2910
12373,SUPORTE CANETA BISTURI                                                                              ,6515
12374,SUPORTE DE ANTENA                                                                                   ,5985
12375,SUPORTE DE APAGADOR DE QUADRO - BRANCO                                                              ,7520
12376,SUPORTE DE ARCO                                                                                     ,6515
12377,SUPORTE DE ARMAS DE CALIBRE ACIMA DE 30MM ATE 75MM                                                  ,1010
12378,SUPORTE DE BALANCIM DE GUILHOTINA DE PAPEL                                                          ,3610
12379,SUPORTE DE BATERIA                                                                                  ,6135
12379,SUPORTE DE BATERIA                                                                                  ,6135
12380,SUPORTE DE CARENAGEM DE MOTOR DE AERONAVE                                                           ,2995
12381,SUPORTE DE CINZEIRO DE PEDESTAL                                                                     ,7105
12382,SUPORTE DE DISCO PARA ENCERADEIRA                                                                   ,7910
12383,SUPORTE DE ESCOVA DE CONTATO ELÉTRICO                                                               ,5977
12384,SUPORTE DE ESQUIFE                                                                                  ,9930
12385,SUPORTE DE EXTINTOR DE INCENDIO                                                                     ,5340
12385,SUPORTE DE EXTINTOR DE INCENDIO                                                                     ,5340
12386,CINTA FIXAÇÃO EXTINTOR INCÊNDIO                                                                     ,4210
12387,SUPORTE                                                                                             ,9520
12387,SUPORTE                                                                                             ,9520
12387,SUPORTE                                                                                             ,9520
12388,SUPORTE DE FERRO DE ENGOMAR                                                                         ,7105
12389,SUPORTE DE FIXACAO DE PADIOLAS EM AERONAVES                                                         ,1680
12390,SUPORTE DE GARRAFAO DE AGUA                                                                         ,7350
12391,SUPORTE DE MASTRO DE BANDEIRA                                                                       ,8345
12391,SUPORTE DE MASTRO DE BANDEIRA                                                                       ,8345
12392,SUPORTE DE MATERIAL METALICO DE LENHA                                                               ,7290
12393,SUPORTE DE PARTITURA DE MUSICA                                                                      ,7720
12394,SUPORTE DE SORO                                                                                     ,6515
12395,SUPORTE DE VIDEOCASSETE / TELEVISAO                                                                 ,7105
12396,SUPORTE DESCANSO BRACO - USO MEDICO                                                                 ,6515
12397,SUPORTE DISTRIBUIDOR DE LEITE                                                                       ,3730
12398,SUPORTE ELETROCALHA                                                                                 ,5975
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12399,SUPORTE                                                                                             ,7290
12400,SUPORTE ESTEPE - VEICULO AUTOMOTIVO                                                                 ,2530
12401,SUPORTE ESTICADOR CORREIA ALTERNADOR - VEICULO AU TOMOTIVO                                          ,2540
12402,SUPORTE FITA MAGNETICA                                                                              ,7110
12403,SUPORTE CAPACETE  -  USO LABORATORIO                                                                ,6640
12404,"SUPORTE GARRAFAO DE AGUA NAO REFRIGERADO, COM  TORNEIRA                                             ",4610
12405,CÂMARA FRIGORÍFICA                                                                                  ,4110
12405,CÂMARA FRIGORÍFICA                                                                                  ,4110
12405,CÂMARA FRIGORÍFICA                                                                                  ,4110
12406,SUPORTE GIRA PARA PIPETA                                                                            ,6515
12407,MOLA VEÍCULO AUTOMOTIVO                                                                             ,2510
12407,MOLA VEÍCULO AUTOMOTIVO                                                                             ,2510
12407,MOLA VEÍCULO AUTOMOTIVO                                                                             ,2510
12407,MOLA VEÍCULO AUTOMOTIVO                                                                             ,2510
12407,MOLA VEÍCULO AUTOMOTIVO                                                                             ,2510
12408,SUPORTE NAVALHA DESCARTAVEL                                                                         ,6515
12409,SUPORTE PARA ARMAS DE CALIBRE ACIMA DE 75MM ATE 125MM                                               ,1015
12410,SUPORTE PARA COPO                                                                                   ,7350
12411,SUPORTE PARA DISCO LASER (COMPACT DISK - CD)                                                        ,7125
12412,SUPORTE PARA FITA CASSETE                                                                           ,7125
12413,SUPORTE MONITOR VÍDEO                                                                               ,7290
12413,SUPORTE MONITOR VÍDEO                                                                               ,7290
12413,SUPORTE MONITOR VÍDEO                                                                               ,7290
12414,SUPORTE PAPEL / DOCUMENTO                                                                           ,7195
12415,SUPORTE PARA PARTITURAS MUSICAIS                                                                    ,7720
12416,SUPORTE PARA TECLADO                                                                                ,7195
12416,SUPORTE PARA TECLADO                                                                                ,7195
12417,SUPORTE PARA TELEFONE                                                                               ,7520
12418,SUPORTE TUBO ENSAIO                                                                                 ,6640
12419,SUPORTE                                                                                             ,6515
12420,SUPORTE PASTA SUSPENSA                                                                              ,7110
12420,SUPORTE PASTA SUSPENSA                                                                              ,7110
12421,SUPORTE PINÇA                                                                                       ,2530
12422,SUPORTE TETO                                                                                        ,9330
12423,SUPORTE P/ ORTODONTIA                                                                               ,6520
12424,SUPORTE RADIADOR - VEICULO AUTOMOTIVO                                                               ,2930
12425,SUPORTE TRANSPORTE IMPRESSOES REVELADAS                                                             ,6640
12426,SUPORTE TRAQUEIA - USO HOSPITALAR                                                                   ,6515
12427,SUPORTE XÍCARA DESCARTÁVEL                                                                          ,7350
12428,SUPORTES ESPECIAIS PARA AERONAVES                                                                   ,1560
12429,SUPORTES PARA ARMAMENTO NUCLEAR                                                                     ,1190
12430,SUPORTES PARA ARMAS DE CALIBRE ACIMA DE 150MM ATE 200MM                                             ,1025
12431,SUPRESSOR DE CORRENTE PARASITARIA                                                                   ,5915
12432,SUPRESSOR DE RUIDO                                                                                  ,5915
12432,SUPRESSOR DE RUIDO                                                                                  ,5915
12433,SUPRESSOR RUIDO PARA VELA DE IGNICAO - VEICULO    AUTOMOTIVO                                        ,2920
12434,PEÇAS E ACESSÓRIOS SOLDA                                                                            ,3439
12434,PEÇAS E ACESSÓRIOS SOLDA                                                                            ,3439
12434,PEÇAS E ACESSÓRIOS SOLDA                                                                            ,3439
12434,PEÇAS E ACESSÓRIOS SOLDA                                                                            ,3439
12434,PEÇAS E ACESSÓRIOS SOLDA                                                                            ,3439
12434,PEÇAS E ACESSÓRIOS SOLDA                                                                            ,3439
12435,BLOQUEADOR ORTOPÉDICO                                                                               ,6515
12436,SURAMINA                                                                                            ,6505
12437,SURFACTANTE PULMONAR                                                                                ,6505
12438,"""SURURU PRE - PREPARADO""                                                                            ",8905
12439,ICATIBANTO ACETATO                                                                                  ,6505
12440,BALANÇA SUSPENSÃO VEÍCULO AUTOMOTIVO                                                                ,2510
12440,BALANÇA SUSPENSÃO VEÍCULO AUTOMOTIVO                                                                ,2510
12441,SUSPENSAO VEICULO AUTOMOTIVO - BARRA                                                                ,2530
12442,SUSPENSAO VEICULO AUTOMOTIVO - BATENTE                                                              ,2510
12443,BUCHA SUSPENSÃO AUTOMOTIVA                                                                          ,2510
12444,SUSPENSAO VEICULO AUTOMOTIVO - COIFA                                                                ,2510
12445,SUSPENSAO VEICULO AUTOMOTIVO - JUMELO                                                               ,2510
12446,SUSPENSAO VEICULO AUTOMOTIVO - PINO MOLA                                                            ,2510
12447,SUSPENSÃO VEÍCULO AUTOMOTIVO - ROLAMENTO                                                            ,3110
12447,SUSPENSÃO VEÍCULO AUTOMOTIVO - ROLAMENTO                                                            ,3110
12448,SUSPENSORIO ( VESTUARIO )                                                                           ,8440
12449,SUSPENSÓRIO ESCROTAL                                                                                ,6515
12450,SUXAMETÔNIO CLORETO                                                                                 ,6505
12450,SUXAMETÔNIO CLORETO                                                                                 ,6505
12451,TABACO MANUFATURADO                                                                                 ,9920
12452,TABACO NAO MANUFATURADO                                                                             ,9410
12453,TABELA DE CALIBRE COMBINADO DE BROCA HELICOIDAL                                                     ,5210
12454,TABELA DE TESTE                                                                                     ,6625
12455,TABELA E CALIBRE COMBINADO PARA MACHO                                                               ,5210
12456,TABLADO                                                                                             ,5450
12456,TABLADO                                                                                             ,5450
12456,TABLADO                                                                                             ,5450
12457,TABLETE DE AQUECER ALIMENTO                                                                         ,9110
12458,TABLETE DE PURIFICACAO DE AGUA                                                                      ,6850
12459,TABLETE ELETRODO - USO LABORATORIO                                                                  ,6640
12460,TÁBUA BITOLADA                                                                                      ,5510
12461,PRANCHA ALIMENTOS                                                                                   ,7330
12461,PRANCHA ALIMENTOS                                                                                   ,7330
12461,PRANCHA ALIMENTOS                                                                                   ,7330
12461,PRANCHA ALIMENTOS                                                                                   ,7330
12462,TABUA DE DISSECACAO                                                                                 ,6640
12463,TÁBUA MADEIRA                                                                                       ,5510
12463,TÁBUA MADEIRA                                                                                       ,5510
12463,TÁBUA MADEIRA                                                                                       ,5510
12463,TÁBUA MADEIRA                                                                                       ,5510
12464,TABUA INDUSTRIAL DE PASSAR ROUPA                                                                    ,3510
12465,TABUA PASSAR ROUPA                                                                                  ,3510
12466,TABULEIRO                                                                                           ,7820
12467,TACA BORRACHA POLIMENTO                                                                             ,6520
12468,TAÇA                                                                                                ,7350
12468,TAÇA                                                                                                ,7350
12469,TACAO                                                                                               ,8335
12470,TACHA                                                                                               ,5315
12471,TACHA DE CALCADO                                                                                    ,5315
12472,TACHA DE ESTOFAMENTO                                                                                ,5315
12473,TACHA PARA TAPECEIRO                                                                                ,5315
12474,TACHO                                                                                               ,7330
12474,TACHO                                                                                               ,7330
12475,TACHO DE CERAMICA                                                                                   ,7330
12476,TACO DE ESPORTE                                                                                     ,7810
12477,TACO DE MADEIRA                                                                                     ,5510
12478,TACO PARA ASSOALHO                                                                                  ,5510
12479,TACÔMETRO                                                                                           ,6680
12479,TACÔMETRO                                                                                           ,6680
12480,TACOMETRO DE MOTORES HIDROMETROS                                                                    ,6680
12481,TAIOBA - IN NATURA                                                                                  ,8915
12482,TALA FIXACAO TRILHO FERROVIA                                                                        ,2250
12483,TALA ORTOPÉDICA                                                                                     ,6515
12484,5-BROMO-4-CLORO-3-INDOLIL A-D-GALACTOPIRANOSÍDEO                                                    ,6810
12485,TALABARTE DE BANDEIRA                                                                               ,8345
12485,TALABARTE DE BANDEIRA                                                                               ,8345
12486,TALABARTE DE SALVAMENTO E SEGURANCA                                                                 ,4240
12487,TALCO DE TOUCADOR                                                                                   ,8510
12488,"ÁCIDO 3,5-DINITROBENZÓICO                                                                           ",6810
12489,TALCO PARA BARBA                                                                                    ,8520
12490,PIRIDOXAL                                                                                           ,6810
12491,TALHA                                                                                               ,3950
12492,TALHA DE GUINCHO                                                                                    ,3940
12493,TALHA DE REPARO - VEICULO AUTOMOTIVO                                                                ,4940
12494,TALHA ELÉTRICA                                                                                      ,3950
12495,TALHA MANUAL                                                                                        ,3950
12495,TALHA MANUAL                                                                                        ,3950
12495,TALHA MANUAL                                                                                        ,3950
12496,TALHA MOTORIZADA A COMBUSTIVEL                                                                      ,3950
12497,SISTEMA FIXAÇÃO COLUNA VERTEBRAL                                                                    ,6515
12498,TALHAS DE AERONAVES                                                                                 ,1680
12499,TALHER DE COZINHA                                                                                   ,7340
12500,TALHER DE MESA                                                                                      ,7340
12501,TALHER DESCARTÁVEL                                                                                  ,7340
12501,TALHER DESCARTÁVEL                                                                                  ,7340
12501,TALHER DESCARTÁVEL                                                                                  ,7340
12502,TALIDOMIDA                                                                                          ,6505
12503,TAMBOR DE ESTERILIZACAO                                                                             ,6515
12504,TAMBOR FREIO                                                                                        ,2530
12505,TAMBORES                                                                                            ,1005
12506,TAMBORES ROTATIVOS PARA LIMPEZA DE PECAS FUNDIDAS                                                   ,3680
12507,TAMIS                                                                                               ,6640
12508,TAMPÃO ANAL                                                                                         ,6515
12509,TAMPA BOMBA AGUA - VEICULO AUTOMOTIVO                                                               ,2930
12510,TAMPA CABECOTE DE MOTOR - VEICULO AUTOMOTIVO                                                        ,2805
12511,TAMPA COPO DETRITO - USO ODONTOLOGICO                                                               ,6520
12512,TAMPA DE BATERIA                                                                                    ,6160
12513,TAMPA CAIXA DE INSPEÇÃO                                                                             ,4510
12514,TAMPA VASO SANITÁRIO                                                                                ,4510
12515,TAMPA DISTRIBUIDOR ENERGIA ELETRICA - VEICULO AUTO                                                  ,2920
12516,TAMPA DO FILTRO DA BOMBA DE OLEO DE MOTOR A GASOLINA                                                ,2805
12517,TAMPA METAL                                                                                         ,9535
12518,TAMPA EMBALAGEM                                                                                     ,8115
12519,GRELHA RALO                                                                                         ,4730
12520,TAMPA                                                                                               ,9999
12520,TAMPA                                                                                               ,9999
12520,TAMPA                                                                                               ,9999
12520,TAMPA                                                                                               ,9999
12520,TAMPA                                                                                               ,9999
12520,TAMPA                                                                                               ,9999
