codigo,descricao,codigo_classe
07188,ESTROGÊNIOS CONJUGADOS                                                                              ,6505
07189,ESTROGENIO CONJUGADO + ACETATO DE  MEDROXIPROGESTERONA                                              ,6505
07190,RIBITOL                                                                                             ,6810
07191,ESTROPO                                                                                             ,3940
07192,ESTROPO DE ACO                                                                                      ,3940
07193,ESTROPO NÁILON                                                                                      ,3940
07194,ESTROPOS PARA ARMAMENTO NUCLEAR                                                                     ,1190
07195,ESTRUSORA PARA PLASTICO                                                                             ,3620
07196,ESTRUTURA DE CONCRETO PARA LINHA ACIMA DE 145KV                                                     ,5445
07197,"ESTRUTURA DE CONCRETO PARA LINHA DE ATE 72,5KV INCLUSIVE                                            ",5445
07198,"ESTRUTURA DE CONCRETO PARA LINHA DE 72,5KV ATE 145KV INCLUSIVE                                      ",5445
07199,ESTRUTURA DE CONCRETO PARA PONTE                                                                    ,5420
07200,AGREGADO MINERAL                                                                                    ,5620
07201,ESTRUTURA E SUPORTE METALICO PARA SUBESTACAO                                                        ,5445
07202,ESTRUTURA ESTANTE ACO                                                                               ,7110
07203,ESTRUTURA METÁLICA                                                                                  ,5450
07203,ESTRUTURA METÁLICA                                                                                  ,5450
07204,ESTRUTURA METÁLICA - MEZANINO/PLATAFORMA/COBERTURA                                                  ,5450
07205,ESTRUTURA METALICA PARA PONTE                                                                       ,5420
07206,ESTRUTURA METALICA PARA PORTA / JANELA                                                              ,5670
07207,ESTRUTURA PORTA-PRANCHA                                                                             ,3650
07208,ESTRUTURA TELHADO PRE FABRICADO - MADEIRA                                                           ,5450
07208,ESTRUTURA TELHADO PRE FABRICADO - MADEIRA                                                           ,5450
07209,ESTRUTURA PRÉ-FABRICADA - TORRE BÁSICA                                                              ,5450
07210,ESTUFA A GAS PARA COZINHA                                                                           ,7310
07211,ESTUFA DE MANUFATURA DE MEDICAMENTO                                                                 ,3650
07211,ESTUFA DE MANUFATURA DE MEDICAMENTO                                                                 ,3650
07212,ESTUFA DE SECAGEM DE PINTURA                                                                        ,4430
07212,ESTUFA DE SECAGEM DE PINTURA                                                                        ,4430
07213,ESTUFA ELÉTRICA PARA COZINHA                                                                        ,7310
07214,ESTUFA INDUSTRIAL                                                                                   ,4430
07214,ESTUFA INDUSTRIAL                                                                                   ,4430
07214,ESTUFA INDUSTRIAL                                                                                   ,4430
07215,ETAMBUTOL DICLORIDRATO                                                                              ,6505
07216,ETAMBUTOL                                                                                           ,6810
07217,ETANSILATO                                                                                          ,6505
07218,ETIDIO BROMETO (CONSULTAR INC 03913)                                                                ,6550
07219,METANO ARSONATO ÁCIDO MONOSSÓDICO (MSMA)                                                            ,6840
07220,PENTANEDIONA                                                                                        ,6810
07221,ETONOGESTREL                                                                                        ,6505
07221,ETONOGESTREL                                                                                        ,6505
07221,ETONOGESTREL                                                                                        ,6505
07221,ETONOGESTREL                                                                                        ,6505
07222,ETIONAMIDA                                                                                          ,6505
07223,ETIQUETA DE EXPEDICAO DE CARGA                                                                      ,8135
07224,ETIQUETA IMPRESSA                                                                                   ,7690
07225,ETIQUETA PROTETORA ELETROMAGNÉTICA                                                                  ,6350
07225,ETIQUETA PROTETORA ELETROMAGNÉTICA                                                                  ,6350
07226,ETIQUETA PARA EXPEDICAO DE CARGA                                                                    ,8135
07227,ETIQUETA PERSONALIZADA                                                                              ,7690
07227,ETIQUETA PERSONALIZADA                                                                              ,7690
