codigo,descricao,codigo_classe
04776,CERA DE CORREAME ( PRESERVATIVO )                                                                   ,8030
04777,CERA DE CORREIA                                                                                     ,8030
04778,CERA DE ORIGEM ANIMAL                                                                               ,9160
04779,CERA PINTURA AUTOMOTIVA                                                                             ,7930
04780,CERA POLIMENTO PISO                                                                                 ,7930
04781,CERA EMULSIFICANTE                                                                                  ,6850
04782,CERA ASSOALHO INSETICIDA                                                                            ,7930
04783,CERA MÓVEIS                                                                                         ,7930
04784,MEMBRANA LABORATÓRIO                                                                                ,6640
04784,MEMBRANA LABORATÓRIO                                                                                ,6640
04784,MEMBRANA LABORATÓRIO                                                                                ,6640
04785,CERÂMICA ESTRUTURAL                                                                                 ,5955
04786,CERÂMICA PIEZOELÉTRICA                                                                              ,5955
04786,CERÂMICA PIEZOELÉTRICA                                                                              ,5955
04787,CERAMICA TECNICA                                                                                    ,5955
04788,CERCA DE MADEIRA                                                                                    ,5660
04789,CERDA                                                                                               ,9999
04790,FIO DE OVOS                                                                                         ,8920
04791,CEREAL NATURAL                                                                                      ,8920
04792,CEREAL PREPARADO                                                                                    ,8920
04793,CERTIFICADO                                                                                         ,7540
04793,CERTIFICADO                                                                                         ,7540
04794,CESTA BÁSICA - GÊNEROS ALIMENTÍCIOS                                                                 ,8940
04794,CESTA BÁSICA - GÊNEROS ALIMENTÍCIOS                                                                 ,8940
04795,CESTA DE TRANSPORTE DE PESSOAL DE SALVAMENTO E SEGURANCA                                            ,4240
04796,CESTA DOMESTICA                                                                                     ,7240
04797,CESTA DORMIQ                                                                                        ,6515
04798,CESTA - USO LABORATÓRIO                                                                             ,6640
04799,CESTA POLIDORA AUTOMOTIVA                                                                           ,7240
04800,CESTA PARA ROUPA                                                                                    ,7240
04801,CESTO SEGURANÇA INSPEÇÃO E MANUTENÇÃO                                                               ,4240
04802,CETAMINA                                                                                            ,6505
04803,CETOCONAZOL                                                                                         ,6505
04804,CETOPROFENO                                                                                         ,6505
04805,CHÁ ALIMENTAÇÃO                                                                                     ,8955
04805,CHÁ ALIMENTAÇÃO                                                                                     ,8955
04806,CHALEIRA                                                                                            ,7330
04806,CHALEIRA                                                                                            ,7330
04806,CHALEIRA                                                                                            ,7330
04806,CHALEIRA                                                                                            ,7330
04806,CHALEIRA                                                                                            ,7330
04807,CHALEIRA DE VIDRO                                                                                   ,7330
04808,CHALUPA                                                                                             ,1925
04809,CHAMINE DE CALDEIRA DE EMBARCACAO                                                                   ,2040
04810,CHAMINÉ METÁLICA                                                                                    ,5670
04811,CHANFRADEIRA                                                                                        ,5110
04812,CHAPA ACRÍLICA                                                                                      ,9390
04812,CHAPA ACRÍLICA                                                                                      ,9390
04812,CHAPA ACRÍLICA                                                                                      ,9390
04813,CHAPA ALISAR CABELO                                                                                 ,8530
04814,CHAPA DE ACO CORRUGADA                                                                              ,9515
04815,CHAPA DE ACO DE REVESTIMENTO DE PISO                                                                ,9515
04816,CHAPA AÇO INOXIDÁVEL                                                                                ,9515
04817,CHAPA AÇO                                                                                           ,9515
04817,CHAPA AÇO                                                                                           ,9515
04817,CHAPA AÇO                                                                                           ,9515
04817,CHAPA AÇO                                                                                           ,9515
04817,CHAPA AÇO                                                                                           ,9515
04817,CHAPA AÇO                                                                                           ,9515
04817,CHAPA AÇO                                                                                           ,9515
04817,CHAPA AÇO                                                                                           ,9515
04818,CHAPA PERFURADA                                                                                     ,9515
04819,CHAPA ALUMÍNIO                                                                                      ,9530
04819,CHAPA ALUMÍNIO                                                                                      ,9530
04819,CHAPA ALUMÍNIO                                                                                      ,9530
04820,CHAPA AMIANTO                                                                                       ,9390
04821,CHAPA DE ASBESTO                                                                                    ,9390
04822,CHAPA BLINDAGEM AÇO                                                                                 ,9515
04823,CHAPA BLINDAGEM FERRO                                                                               ,9515
04824,CHAPA DE BORRACHA                                                                                   ,9320
04825,CHAPA DE BORRACHA NATURAL                                                                           ,9320
04826,CHAPA DE BORRACHA SINTETICA                                                                         ,9320
04827,FOLHA CORTIÇA                                                                                       ,9390
04827,FOLHA CORTIÇA                                                                                       ,9390
04827,FOLHA CORTIÇA                                                                                       ,9390
04828,CHAPA FERRO REVESTIMENTO DE PISO                                                                    ,9515
04829,CHAPA FOGÃO EM FERRO FUNDIDO                                                                        ,7310
04830,CHAPA DE IMPRESSAO                                                                                  ,3610
04831,CHAPA MATERIAL PLÁSTICO                                                                             ,9330
04831,CHAPA MATERIAL PLÁSTICO                                                                             ,9330
04832,CHAPA METAL NÃO FERROSO                                                                             ,9530
04832,CHAPA METAL NÃO FERROSO                                                                             ,9530
04833,CHAPA METAL NÃO FERROSO                                                                             ,9535
04834,CHAPA DE LIGA MISTA DE METAIS                                                                       ,9535
04835,CHAPA DE METAL NAO FERROSO PARA PISO                                                                ,9535
04836,CHAPA DE PLASTICO ONDULADO                                                                          ,5650
04837,CHAPA DE PROTECAO DE CILINDRO DE MOTOR A EXPLOSAO                                                   ,2805
04838,CHAPA DE RAIO - X REVELADA                                                                          ,6525
04839,CHAPA DE VIDRO                                                                                      ,5620
04839,CHAPA DE VIDRO                                                                                      ,5620
04840,CHAPA DEFLETORA AR CABECOTE                                                                         ,2805
04841,CHAPA ESPECIAL PARA CARRO E VAGAO FERROVIARIO                                                       ,2240
04842,CHAPA                                                                                               ,9515
04842,CHAPA METAL FERROSO                                                                                 ,9515
04842,CHAPA METAL FERROSO                                                                                 ,9515
04842,CHAPA                                                                                               ,9515
04842,CHAPA                                                                                               ,9515
04843,CHAPA FOTOGRÁFICA REVELADA                                                                          ,6770
04844,CHAPA GALVANIZADA                                                                                   ,9515
04844,CHAPA GALVANIZADA                                                                                   ,9515
04845,CHAPA PARA PISO                                                                                     ,9515
04846,CHAPA TELHADO EM ROLO                                                                               ,5650
04847,CHAPA PERFURADA                                                                                     ,9535
04848,CHAPA POLICARBONATO                                                                                 ,9390
04848,CHAPA POLICARBONATO                                                                                 ,9390
04849,CHAPA POLIESTIRENO                                                                                  ,9390
04850,CHAPA PRETA DE ACO                                                                                  ,9515
04851,CHAPA PVC                                                                                           ,9390
04851,CHAPA PVC                                                                                           ,9390
04852,CHAPELETA DURALUMINIO - ALPINISMO                                                                   ,8465
04853,CHAPÉU APÍCOLA                                                                                      ,8415
04854,CHAPÉU FEMININO                                                                                     ,8410
04855,CHAPÉU MASCULINO                                                                                    ,8405
04856,ÁLBUM                                                                                               ,6750
04857,"""CHARQUE""                                                                                           ",8905
04858,CHARUTO                                                                                             ,8975
04859,CHASSI DE EQUIPAMENTO ELETRICO                                                                      ,5999
04860,CHASSI EQUIPAMENTO RADIOTERAPIA                                                                     ,6525
04861,CHASSI PARA EQUIPAMENTO ELETRONICO                                                                  ,5999
04862,CHASSI PARA RADIOGRAFIA                                                                             ,6525
04863,CHATA COM GUINDASTE                                                                                 ,1935
04864,CHATA DE CARGA                                                                                      ,1930
04865,CHATA PARA CARGA SECA                                                                               ,1930
04866,CHATA PARA TRANSPORTE DE AERONAVE                                                                   ,1930
04867,CHATA PARA TRANSPORTE DE VEICULO                                                                    ,1930
04868,CHAVE APLICADORA                                                                                    ,4510
04869,CHAVE AUTOMÁTICA                                                                                    ,5930
04870,CHAVE CANHÃO TUBULAR                                                                                ,5120
04871,EMPUNHADEIRA                                                                                        ,5120
04872,CHAVE CATRACA                                                                                       ,5120
04872,CHAVE CATRACA                                                                                       ,5120
04872,CHAVE CATRACA                                                                                       ,5120
04873,CHAVE COMBINADA                                                                                     ,5120
04873,CHAVE COMBINADA                                                                                     ,5120
04873,CHAVE COMBINADA                                                                                     ,5120
04873,CHAVE COMBINADA                                                                                     ,5120
04874,CHAVE COMUTADORA                                                                                    ,5930
04875,CHAVE AFERIÇÃO                                                                                      ,5120
04875,CHAVE AFERIÇÃO                                                                                      ,5120
04876,CHAVE FIXA                                                                                          ,5120
04876,CHAVE FIXA                                                                                          ,5120
04876,CHAVE FIXA                                                                                          ,5120
04876,CHAVE FIXA                                                                                          ,5120
04877,CHAVE CONTRA-ÂNGULO                                                                                 ,6520
04878,CHAVE DE BOTAO                                                                                      ,5930
04879,CHAVE DE CORRENTE                                                                                   ,5120
04880,CHAVE REGULAGEM SUSPENSÃO                                                                           ,5120
04881,CHAVE FENDA                                                                                         ,5120
04882,CHAVE P/ PARAFUSO ORTOPÉDICO                                                                        ,6515
04882,CHAVE P/ PARAFUSO ORTOPÉDICO                                                                        ,6515
04883,CHAVE DE FENDA TIPO RELOJOEIRO                                                                      ,5120
04884,CHAVE FIM DE CURSO                                                                                  ,5930
04884,CHAVE FIM DE CURSO                                                                                  ,5930
04884,CHAVE FIM DE CURSO                                                                                  ,5930
04884,CHAVE FIM DE CURSO                                                                                  ,5930
04884,CHAVE FIM DE CURSO                                                                                  ,5930
04885,CHAVE BIELA                                                                                         ,5120
04886,CHAVE DE INVERSAO                                                                                   ,5930
04887,CHAVE DE MANDRIL                                                                                    ,5136
04887,CHAVE DE MANDRIL                                                                                    ,5136
04888,CHAVE DE MERCURIO                                                                                   ,5930
04889,CHAVE DE NIVEL                                                                                      ,5930
04889,CHAVE DE NIVEL                                                                                      ,5930
04890,CHAVE ALLEN                                                                                         ,5120
04890,CHAVE ALLEN                                                                                         ,5120
04890,CHAVE ALLEN                                                                                         ,5120
04891,CHAVE PARAFUSO FENDA PHILLIPS                                                                       ,5120
04892,CHAVE CONTATO                                                                                       ,2920
04893,CHAVE PARTIDA ESTÁTICA                                                                              ,5930
04893,CHAVE PARTIDA ESTÁTICA                                                                              ,5930
04893,CHAVE PARTIDA ESTÁTICA                                                                              ,5930
04894,CHAVE DE PRESSAO DIFERENCIAL                                                                        ,5930
04895,CHAVE REGULAGEM COM BALANCIM                                                                        ,5120
04896,CHAVE DE RODA                                                                                       ,5120
04896,CHAVE DE RODA                                                                                       ,5120
