codigo,descricao,codigo_classe
11589,REGULADOR TENSAO                                                                                    ,6110
11589,REGULADOR TENSAO                                                                                    ,6110
11589,REGULADOR TENSAO                                                                                    ,6110
11590,REGULADOR DE VELOCIDADE DE TURBINA HIDRAULICA                                                       ,2830
11591,REGULADOR DE VELOCIDADE DE TURBINA TERMICA                                                          ,6150
11592,REGULADOR DE VOLTAGEM                                                                               ,6110
11593,REGULADOR DE VOLTAGEM DE MOTOR AERONAVE                                                             ,2925
11594,REGULADOR FAROL - VEICULO AUTOMOTIVO                                                                ,6220
11595,REGULADOR HIDRAULICO DE AGUA DE MOTOR A JATO DE AERONAVE                                            ,2995
11596,REGULADOR HIDRAULICO DE AR DE MOTOR A JATO DE AERONAVE                                              ,2995
11597,REGULADOR HIDRAULICO DE OLEO DE MOTOR A JATO DE AERONAVE                                            ,2995
11598,REGULADOR HIDRAULICO PARA OLEO - MOTOR DE AERONAVE                                                  ,2995
11599,REGULADOR TEMPERATURA DE OLEO - SISTEMA DE RESFRIAMENTO MOTOR AERONAVE                              ,2935
11600,REGULADOR TURBOSUPERCOMPRESSOR DE MOTOR  -  COMBUSTAO INTERNA                                       ,2950
11601,REGULADOR VELOCIDADE - VEICULO AUTOMOTIVO                                                           ,2990
11602,CAIXA REGULADORA VOLTAGEM                                                                           ,2920
11603,REGULADORES DE PRESSAO DA CABINA DE AERONAVES                                                       ,1660
11604,REGULAMENTO                                                                                         ,7610
11605,DIFENIL-HIDRAZINA                                                                                   ,6810
11606,RELE ALARME USO INDUSTRIAL                                                                          ,5945
11607,RELE AUXILIAR USO INDUSTRIAL                                                                        ,5945
11608,RELE BLOQUEIO USO INDUSTRIAL                                                                        ,5945
11609,RELE DE MERCURIO                                                                                    ,5945
11610,RELÉ VEÍCULO AUTOMOTIVO                                                                             ,2920
11610,RELÉ VEÍCULO AUTOMOTIVO                                                                             ,2920
11610,RELÉ VEÍCULO AUTOMOTIVO                                                                             ,2920
11610,RELÉ VEÍCULO AUTOMOTIVO                                                                             ,2920
11610,RELÉ VEÍCULO AUTOMOTIVO                                                                             ,2920
11610,RELÉ VEÍCULO AUTOMOTIVO                                                                             ,2920
11611,RELÉ DE RETARDO                                                                                     ,5945
11612,RELÉ TEMPERATURA                                                                                    ,5945
11613,RELE DE TEMPO                                                                                       ,5945
11614,RELÉ PROTEÇÃO SISTEMA ELÉTRICO                                                                      ,5945
11615,RELÉ REED SWITCH                                                                                    ,5945
11616,RELÉ TÉRMICO                                                                                        ,5945
11617,RELIGADOR AUTOMATICO DE TENSAO                                                                      ,6110
11618,RELIGADOR TRIFASICO ATE 15 KV INCLUSIVE                                                             ,6110
11619,RELÓGIO CARIMBADOR                                                                                  ,6645
11620,RELÓGIO DATADOR                                                                                     ,6645
11621,RELÓGIO COMPARADOR                                                                                  ,5210
11622,RELÓGIO DE EQUIPAMENTO DE PROCESSAMENTO DE DADOS                                                    ,7020
11623,RELÓGIO DE PONTO                                                                                    ,6645
11624,RELÓGIO DE VIGIA                                                                                    ,6645
11625,RELÓGIO PARA LABORATÓRIO                                                                            ,6645
11626,REMADOR - USO MEDICO                                                                                ,6530
11627,REMENDO CAMARA DE AR                                                                                ,2640
11627,REMENDO CAMARA DE AR                                                                                ,2640
11628,REMENDO PARA PNEU                                                                                   ,2640
11628,REMENDO PARA PNEU                                                                                   ,2640
11629,REMENDO RAPIDO A FRIO                                                                               ,2640
11630,REMIFENTANILA CLORIDRATO                                                                            ,6505
11631,REMO DE EMBARCACAO                                                                                  ,2090
11631,REMO DE EMBARCACAO                                                                                  ,2090
11631,REMO DE EMBARCACAO                                                                                  ,2090
11632,REMOVEDOR USO ODONTOLÓGICO                                                                          ,6520
11633,REMOVEDOR DE CERA DE ASSOALHO                                                                       ,7930
11634,REMOVEDOR                                                                                           ,7930
11635,REMOVEDOR DE NEVE / GRANIZO EM ESTRADA                                                              ,3825
11636,REMOVEDOR DE PELICULA DE MAQUINA COPIADORA                                                          ,7510
11637,REMOVEDOR DE PICHACAO                                                                               ,7930
11638,EXPANSOR DE ENXERTO DE PELE                                                                         ,6515
11639,REOSTATO                                                                                            ,5905
11640,REOSTATO DE BAIXA POTENCIA                                                                          ,5905
11641,REPAGLINIDA                                                                                         ,6505
11642,REPARADOR - USO OFTALMOLOGICO                                                                       ,6540
11643,REPARO BOMBA D'AGUA                                                                                 ,2930
11644,CONJUNTO REPARO CARBURADOR                                                                          ,2910
11645,REPARO DO MOTOR DE PARTIDA - VEICULO AUTOMOTIVO                                                     ,2920
11646,REPARO GAZE ESTERIL - USO CIRURGICO                                                                 ,6515
11647,REPARO BOMBA INJETORA COMBUSTÍVEL                                                                   ,2910
11647,REPARO BOMBA INJETORA COMBUSTÍVEL                                                                   ,2910
11648,REPARO PARA GERADOR DE ENERGIA ELETRICA - VEICULO                                                   ,2920
11649,REPARO VÁLVULA HIDRÁULICA                                                                           ,4510
11649,REPARO VÁLVULA HIDRÁULICA                                                                           ,4510
11649,REPARO VÁLVULA HIDRÁULICA                                                                           ,4510
11650,REPARTIDOR DE AMOSTRA - USO LABORATORIO                                                             ,6640
11651,REPETIDOR DE ONDA                                                                                   ,6625
11652,REPETIDOR DE TV                                                                                     ,5850
11653,REPETIDOR SINCRONO                                                                                  ,5990
11654,REPETIDOR TELEFONICO E TELEGRAFICO                                                                  ,5805
11655,REPIPETADOR                                                                                         ,6640
11656,REPLICADOR COLONIA BACTERIANA                                                                       ,6695
11657,REPOLHO IN - NATURA                                                                                 ,8915
11658,REPOSICIONADOR PROTESE                                                                              ,6515
11659,EQUIPAMENTO REPRODUTOR / PROCESSADOR DE SOM                                                         ,5835
11660,REPUXADORA INDUSTRIAL DE METAL                                                                      ,3449
11661,DIENOGESTE                                                                                          ,6505
11662,RESERVATORIO ÁGUA PURIFICADA- USO LABORATORIO                                                       ,6640
11663,RESERVATORIO AGUA TIPO AUSTRALIANO DE 14.000 ATE                                                    ,5670
11664,RESERVATÓRIO CARDIOPLEGIA                                                                           ,6515
11665,RESERVATORIO CARDIOTOMIA                                                                            ,6515
11666,RESERVATORIO COMBUSTIVEL PARA MOTOR A JATO -  AERONAVE                                              ,2840
11667,RESERVATORIO COMBUSTIVEL PARA TURBINA A GAS - AERONAVE                                              ,2840
11668,RESERVATORIO COMPENSACAO DE AGUA DE RADIADOR DE MOTOR - VEICULO AUTOMOTIVO                          ,2930
