codigo,descricao,codigo_classe
17266,PRALETRINA                                                                                          ,6840
17267,COURO SINTÉTICO                                                                                     ,8330
17268,MATERIAIS PARA CALÇADOS                                                                             ,8335
17269,BARRACAS E ENCERADOS                                                                                ,8340
17270,"BANDEIRAS, FLAMULAS E PAVILHOES                                                                     ",8345
17271,VESTUÁRIO EXTERNO FEMININO                                                                          ,8410
17272,CANELEIRA ANTITUMULTO                                                                               ,8415
17273,"ROUPAS ÍNTIMAS E PARA DORMIR, MASCULINAS                                                            ",8420
17274,"ROUPAS ÍNTIMAS E PARA DORMIR, FEMININAS                                                             ",8425
17275,CALÇADOS MASCULINOS                                                                                 ,8430
17276,CALÇADOS FEMININOS                                                                                  ,8435
17277,TORÇAL                                                                                              ,8440
17278,"MEIAS, LUVAS E OUTROS COMPLEMENTOS DO VESTUÁRIO FEMININO                                            ",8445
17279,VESTUÁRIO INFANTO-JUVENIL E COMPLEMENTOS                                                            ,8450
17280,DISTINTIVOS E INSÍGNIAS                                                                             ,8455
17281,BAGAGENS                                                                                            ,8460
17282,CADEIRA PARA AUTOMÓVEL                                                                              ,8465
17283,ROUPAS DE PROTEÇÃO CONTRA PROJÉTEIS                                                                 ,8470
17284,VESTUÁRIO ESPECIALIZADO PARA VÔO E ACESSÓRIOS                                                       ,8475
17285,PROTETOR PELE (CONSULTAR PROTETOR PARA PELE)                                                        ,6508
17286,"SABONETES, ARTIGOS PARA BARBEAR E DENTIFRÍCIOS                                                      ",8520
17287,ARTIGOS PARA HIGIENE PESSOAL                                                                        ,8530
17288,ARTIGOS DE PAPEL PARA HIGIENE                                                                       ,8540
17289,NÚCLEO RAÇÃO                                                                                        ,8710
17289,NÚCLEO RAÇÃO                                                                                        ,8710
17290,FERTILIZANTES                                                                                       ,8720
17291,SEMENTES E MUDAS DE PLANTAS                                                                         ,8730
17291,SEMENTES DE PLANTAS                                                                                 ,8730
17292,"ANIMAIS VIVOS, CRIADOS PARA ALIMENTAÇÃO                                                             ",8810
17293,"ANIMAIS VIVOS, NÃO CRIADOS PARA ALIMENTAÇÃO                                                         ",8820
17294,CARNE SUÍNA IN NATURA                                                                               ,8905
17294,CARNE SUÍNA IN NATURA                                                                               ,8905
17294,CARNE SUÍNA IN NATURA                                                                               ,8905
17295,CREME DE LEITE                                                                                      ,8910
17296,"FRUTAS, VERDURAS E LEGUMES                                                                          ",8915
