codigo,descricao,codigo_classe
13832,DRIVE FITA                                                                                          ,7060
13833,ROLO FUSOR                                                                                          ,7070
13834,TESTE BOWIE-DICK                                                                                    ,6640
13835,BERIPLAST                                                                                           ,6515
13836,EQUIPAMENTO VIDEOCONFERÊNCIA                                                                        ,7040
13836,EQUIPAMENTO VIDEOCONFERÊNCIA                                                                        ,7040
13837,CARTUCHO TONER IMPRESSORA OKIDATA                                                                   ,7090
13837,CARTUCHO TONER IMPRESSORA OKIDATA                                                                   ,7090
13837,CARTUCHO TONER IMPRESSORA OKIDATA                                                                   ,7090
13838,APARELHO TELEFONISTA                                                                                ,5805
13839,RAÇÃO OVINO                                                                                         ,8710
13840,RAÇÃO CAMUNDONGO                                                                                    ,8710
13841,ALMOFADA PARA ABDUÇÃO                                                                               ,6515
13842,CABO CONEXÃO PINÇA BIPOLAR                                                                          ,6515
13843,CONJUNTO LAVAGEM FEMURAL                                                                            ,6515
13844,CONJUNTO CIMENTAÇÃO ÓSSEA                                                                           ,6515
13845,EXTENSOR HASTE                                                                                      ,6515
13846,LÂMINA                                                                                              ,6515
13846,LÂMINA                                                                                              ,6515
13846,LÂMINA                                                                                              ,6515
13847,LUVA BLOQUEIO                                                                                       ,6515
13848,FLOCOS ISOPOR                                                                                       ,9390
13849,CÂMERA DIGITAL                                                                                      ,6720
13849,CÂMERA DIGITAL                                                                                      ,6720
13849,CÂMERA DIGITAL                                                                                      ,6720
13850,PLÁSTICO ADESIVO                                                                                    ,9330
13851,PAPEL OFÍCIO I                                                                                      ,7540
13852,"""PAPEL OFÍCIO""                                                                                      ",7540
13853,CARTUCHO TONER IMPRESSORA HP                                                                        ,7090
13853,CARTUCHO TONER IMPRESSORA HP                                                                        ,7090
13853,CARTUCHO TONER IMPRESSORA HP                                                                        ,7090
13853,CARTUCHO TONER IMPRESSORA HP                                                                        ,7090
13853,CARTUCHO TONER IMPRESSORA HP                                                                        ,7090
13854,CABEÇA IMPRESSÃO FAX                                                                                ,7045
13855,CARTUCHO TONER IMPRESSORA IBM                                                                       ,7090
13856,ETIQUETA AUTO-ADESIVA                                                                               ,7510
13856,ETIQUETA AUTO-ADESIVA                                                                               ,7510
13856,ETIQUETA AUTO-ADESIVA                                                                               ,7510
13856,ETIQUETA AUTO-ADESIVA                                                                               ,7510
13857,VENTILADOR                                                                                          ,7060
13858,TOPÓGRAFO CÓRNEA                                                                                    ,6540
13859,MÓDULO SÍNTESE FLUORODESOXIGLICOSE                                                                  ,6630
13860,GASOLINA COMUM C                                                                                    ,9130
13861,PLACA SOM                                                                                           ,5998
13861,PLACA SOM                                                                                           ,5998
13861,PLACA SOM                                                                                           ,5998
13861,PLACA SOM                                                                                           ,5998
13862,CARTUCHO TONER IMPRESSORA/COPIADORA KYOCERA                                                         ,7090
13863,CONJUNTO IMAGEM                                                                                     ,7070
13864,GASOLINA PREMIUM C                                                                                  ,9130
13865,LENTES COM CÂMARA POSTERIOR                                                                         ,6540
13866,LENTE COM CÂMARA POSTERIOR                                                                          ,6540
13867,REVELADOR RADIOLÓGICO                                                                               ,6525
13868,MÓDULO PERIFÉRICO                                                                                   ,5805
13869,ESCUDO PLACA                                                                                        ,1305
13870,ESCUDO SUPORTE                                                                                      ,1305
13871,CONJUNTO DIES                                                                                       ,1305
13872,MÓDULO SISTEMA ALVO PRODUÇÃO FLUORDEOXIGLICOSE                                                      ,6630
13873,ÉTER DE PETRÓLEO                                                                                    ,6810
13874,COLUNA LABORATÓRIO                                                                                  ,6640
13875,CARTUCHO TINTA IMPRESSORA TEKTRONIX                                                                 ,7090
13876,BASTÃO CERA IMPRESSORA                                                                              ,7070
13877,MODEM EXTERNO                                                                                       ,5895
13878,ETIQUETA IDENTIFICAÇÃO                                                                              ,9905
13878,ETIQUETA IDENTIFICAÇÃO                                                                              ,9905
13878,ETIQUETA IDENTIFICAÇÃO                                                                              ,9905
13878,ETIQUETA IDENTIFICAÇÃO                                                                              ,9905
13879,FOLHA DESPACHO PROCESSO                                                                             ,7540
13880,DOBRADIÇA                                                                                           ,5340
13880,DOBRADIÇA                                                                                           ,5340
13880,DOBRADIÇA                                                                                           ,5340
13881,LACRE TERMO-RETRÁTIL                                                                                ,9330
13882,FILETE MADEIRA                                                                                      ,5510
13883,"""FARINHA AVEIA""                                                                                     ",8920
13884,FARINHA ARROZ                                                                                       ,8920
13885,"""FARINHA LÁCTEA""                                                                                    ",8920
13886,MOLHO SHOYO                                                                                         ,8950
13887,PASTA PORTA-REVISTA                                                                                 ,7510
13888,ALONGA DE BORRACHA                                                                                  ,6640
13889,CONTRACEPTIVO HORMONAL                                                                              ,6505
13890,FONTE IRÍDIO (VER FONTE RADIOATIVA)                                                                 ,6515
13891,CARTUCHO TINTA IMPRESSORA OLIVETTI                                                                  ,7090
13892,REVESTIMENTO CERÂMICO                                                                               ,5620
13892,REVESTIMENTO CERÂMICO                                                                               ,5620
13892,REVESTIMENTO CERÂMICO                                                                               ,5620
13893,CORANTE                                                                                             ,6550
13893,CORANTE                                                                                             ,6550
13893,CORANTE                                                                                             ,6550
13893,CORANTE                                                                                             ,6550
13893,CORANTE                                                                                             ,6550
13894,COLA                                                                                                ,8040
13894,COLA                                                                                                ,8040
13894,COLA                                                                                                ,8040
13895,LENTE INTRA-CAMERULAR                                                                               ,6540
13896,PONTEIRA IRRIGAÇÃO E ASPIRAÇÃO                                                                      ,6540
13897,LENTE CÂMARA ANTERIOR                                                                               ,6540
13898,CONJUNTO IRRIGAÇÃO E ASPIRAÇÃO                                                                      ,6545
13899,CAPA PROTETORA                                                                                      ,6532
13899,CAPA PROTETORA                                                                                      ,6532
13899,CAPA PROTETORA USO MÉDICO                                                                           ,6532
13899,CAPA PROTETORA USO MÉDICO                                                                           ,6532
13900,LENTE INTRA-OCULAR (CONSULTAR INC 02098)                                                            ,6540
13901,CONDENSADOR REFLUXO                                                                                 ,6640
13902,BALÃO LABORATÓRIO.                                                                                  ,6640
13903,TAMPA COM LUVA                                                                                      ,6640
13904,CONEXÃO LABORATÓRIO                                                                                 ,4730
13904,CONEXÃO LABORATÓRIO                                                                                 ,4730
13904,CONEXÃO LABORATÓRIO                                                                                 ,4730
13904,CONEXÃO LABORATÓRIO                                                                                 ,6640
13905,MESA AUXILIAR                                                                                       ,7110
13905,MESA AUXILIAR                                                                                       ,7110
13905,MESA AUXILIAR                                                                                       ,7110
13905,MESA AUXILIAR                                                                                       ,7110
13905,MESA AUXILIAR                                                                                       ,7110
13906,MESA TAMPO VIDRO                                                                                    ,7110
13907,ROLETE ENTINTADO                                                                                    ,7510
13908,BLOCO REQUISIÇÃO                                                                                    ,7540
13909,CATETER MONITORIZAÇÃO                                                                               ,6515
13909,CATETER MONITORIZAÇÃO                                                                               ,6515
13909,CATETER MONITORIZAÇÃO                                                                               ,6515
13910,RESERVATÓRIO DRENO                                                                                  ,6515
13911,RALOXIFENO CLORIDRATO                                                                               ,6505
13912,PASTA CARTOLINA                                                                                     ,7510
13913,TERIFLUNOMIDA                                                                                       ,6505
13914,ANTRANILATO DE MENTILA                                                                              ,6810
13914,ANTRANILATO DE MENTILA                                                                              ,6810
13915,VIDRO LAMINADO                                                                                      ,5620
13916,PRESILHA                                                                                            ,5340
13917,REMOVEDOR FERRUGEM                                                                                  ,8010
13918,TOMADA TELEFONE                                                                                     ,5935
13919,CONJUNTO NEFROSTOMIA PERCUTÂNEA 1                                                                   ,6515
13920,BROMETO DE SÓDIO                                                                                    ,6810
13921,CONJUNTO CAPAS PROTETORAS                                                                           ,7090
13922,CAMPO OPERATÓRIO IODOFORADO                                                                         ,6510
13923,CONJUNTO BANDEJA                                                                                    ,6515
13924,AGULHA GENGIVAL                                                                                     ,6515
13925,CARTUCHO TONER IMPRESSORA UNISYS                                                                    ,7090
13926,FITA RECUPERAÇÃO OBRA ARTE                                                                          ,7610
13927,PASTA EVENTOS                                                                                       ,7510
13927,PASTA EVENTOS                                                                                       ,7510
13927,PASTA EVENTOS                                                                                       ,7510
13927,PASTA EVENTOS                                                                                       ,7510
13928,HASTE AGITAÇÃO COM HÉLICE                                                                           ,6640
13929,REGORAFENIBE                                                                                        ,6505
13930,VITICROMIN                                                                                          ,6505
13931,LOMEFLOXACINO                                                                                       ,6505
13932,ESTRAMUSTINA                                                                                        ,6505
13933,FAMOTIDINA                                                                                          ,6505
13934,CELECOXIBE                                                                                          ,6505
13935,ALVEJANTE LOUÇA                                                                                     ,7930
13936,CONJUNTO FLANGEADOR                                                                                 ,3470
13937,CESTO LIXO HOSPITALAR                                                                               ,7240
13938,COLETOR LIXO HOSPITALAR                                                                             ,6515
13939,CONJUNTO MANIFOLD                                                                                   ,4130
13940,ESTAÇÃO CARGA REFRIGERAÇÃO                                                                          ,4130
13941,CARTUCHO TONER IMPRESSORA MINOLTA                                                                   ,7090
13942,COLA FUSÃO A QUENTE                                                                                 ,8040
13943,ÓLEO FUSOR - CILINDRO                                                                               ,7070
13943,ÓLEO FUSOR - CILINDRO                                                                               ,7070
13944,FOSFATASE ALCALINA                                                                                  ,6550
13945,NUCLEASE                                                                                            ,6505
13946,CARBONITRILA                                                                                        ,6810
13947,NORFLOXACINO                                                                                        ,6810
13948,RIOCIGUATE                                                                                          ,6505
13949,FAST-GREEN                                                                                          ,6550
13950,REPELENTE DE INSETO                                                                                 ,6840
13951,CONJUNTO MOTOR CENTRÍFUGA                                                                           ,6640
13952,CARTUCHO TONER COPIADORA MINOLTA                                                                    ,7090
13953,PLACA FONTE CENTRÍFUGA                                                                              ,5962
13954,PEDESTAL CAIXA ACÚSTICA                                                                             ,5965
13955,POLIETILENOGLICOL                                                                                   ,6505
13956,LIXEIRA BLINDADA                                                                                    ,6530
13957,ARMÁRIO USO HOSPITALAR  (CONSULTAR INC 17467)                                                       ,6530
13958,TAMPA GAIOLA                                                                                        ,3770
13959,TUBO ADAPTADOR LABORATÓRIO                                                                          ,6640
13960,CAIXA PARA GAIOLA                                                                                   ,3770
13961,UMBELIFERONA                                                                                        ,6810
13962,MEMBRANA FILTRANTE                                                                                  ,6640
13963,CRUZETA DE REDUÇÃO                                                                                  ,6635
13964,AMBROXOL CLORIDRATO                                                                                 ,6810
13965,CANALETA MOLDURA                                                                                    ,5975
13966,METOXIAMINA                                                                                         ,6810
13967,GEMIFLOXACINO                                                                                       ,6810
13968,EXERCITADOR MUSCULATURA                                                                             ,6515
13968,EXERCITADOR MUSCULATURA                                                                             ,6515
13969,"EXTENSOR EQUIPO ""SÔRO"" (VER INC 07252)                                                              ",6515
13970,INCENTIVADOR INSPIRATÓRIO                                                                           ,6515
13971,MANGUEIRA ALTA PRESSÃO                                                                              ,4720
13971,MANGUEIRA ALTA PRESSÃO                                                                              ,4720
13971,MANGUEIRA ALTA PRESSÃO                                                                              ,4720
13971,MANGUEIRA ALTA PRESSÃO                                                                              ,4720
13971,MANGUEIRA ALTA PRESSÃO                                                                              ,4720
13972,PISTÃO OUVIDO                                                                                       ,6515
13973,CALADOR COLETA AMOSTRA                                                                              ,6630
13974,QUARTEADOR HOMOGENEIZAÇÃO AMOSTRAS                                                                  ,6630
13975,CONJUNTO CHAVES COMBINADAS                                                                          ,5120
13975,CONJUNTO CHAVES COMBINADAS                                                                          ,5120
13976,CONJUNTO CHAVES COMBINADAS POLEGADAS                                                                ,5120
13977,VÁLVULA ESTABILIZADORA                                                                              ,8120
13978,TAMPÃO USO MÉDICO                                                                                   ,6510
13979,"1-CLORO-2,3-EPOXIPROPANO                                                                            ",6810
13980,GAIOLA PARA ESPUMANTE                                                                               ,5325
13981,EXERCITADOR EPAP                                                                                    ,6515
13982,GENTAMICINA                                                                                         ,6509
13982,GENTAMICINA                                                                                         ,6509
13983,CONJUNTO DRENAGEM INTRACRANIANA                                                                     ,6515
13984,PINTO CORTE                                                                                         ,8810
13985,LONA EMBORRACHADA                                                                                   ,8305
13986,IMPERMEABILIZANTE/REJUVENESCEDOR BORRACHA                                                           ,8030
13987,TUBO ENSAIO                                                                                         ,6640
13988,ADESIVO VULCANIZAÇÃO BORRACHA                                                                       ,8040
13989,MOP ÚMIDO                                                                                           ,7920
13989,MOP ÚMIDO                                                                                           ,7920
13990,SOLUÇÃO LUBRIFICANTE                                                                                ,9150
13991,CARTÃO REDE                                                                                         ,7080
13992,FITA ENCADERNAÇÃO PARA IMPRESSORA                                                                   ,7070
13993,COMPARTILHADOR CPU                                                                                  ,7060
13994,MANGUEIRA SISTEMA EXAUSTÃO                                                                          ,4720
13995,ANEL FIXAÇÃO OFTALMOLÓGICO                                                                          ,6540
13996,"ÁCIDO PIPERAZINO-1,4-BIS(ETANO-2-SULFÔNICO)                                                         ",6810
13997,LENTE CONTATO                                                                                       ,6540
13998,N-LAUROILSARCOSINATO DE SÓDIO                                                                       ,6810
13999,LENTE GRANDE ANGULAR                                                                                ,6540
13999,SISTEMA DE LENTES PARA EQUIPAMENTO OFTALMOLÓGICO                                                    ,6540
14000,CARTELA QUANTIFICAÇÃO COLIFORMES                                                                    ,6640
14001,LENTE CEROTOPRÓTESE                                                                                 ,6540
14002,CELA                                                                                                ,6630
14003,PLUG ESCLERAL OFTALMOLÓGICO                                                                         ,6540
14004,LENTE USO CIRÚRGICO                                                                                 ,6540
14005,LENTE OFTÁLMICA                                                                                     ,6540
14006,ARMÁRIO ARQUIVO                                                                                     ,7125
14006,ARMÁRIO ARQUIVO                                                                                     ,7125
14006,ARMÁRIO ARQUIVO                                                                                     ,7125
14007,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP                                                         ,7090
14008,MEDIDOR CONDUTIVIDADE                                                                               ,6625
14008,MEDIDOR CONDUTIVIDADE                                                                               ,6625
14009,GAVETA DISCO RÍGIDO                                                                                 ,7030
14009,GAVETA DISCO RÍGIDO                                                                                 ,7030
14010,ÁGUA PRESSURIZADA                                                                                   ,4240
14011,BALDE COM ESPREMEDOR                                                                                ,7240
