codigo,descricao,codigo_classe
14528,LIVRO DE PONTO                                                                                      ,7540
14529,MICRO VIDEOCASSETE                                                                                  ,7730
14530,MINIGRAVADOR ÁUDIO                                                                                  ,5811
14531,CARTUCHO TONER IMPRESSORA / COPIADORA OLIVETTI                                                      ,7090
14532,TRANSMISSOR                                                                                         ,5811
14533,MICROFONE ESTETOSCÓPIO                                                                              ,5965
14534,MICROFONE DIRECIONAL                                                                                ,5965
14534,MICROFONE DIRECIONAL                                                                                ,5965
14535,MICROCÂMERA                                                                                         ,5811
14536,MICRO RECEPTOR OUVIDO                                                                               ,5811
14537,RASTREADOR                                                                                          ,5811
14537,RASTREADOR                                                                                          ,5811
14538,RECEPTOR / GRAVADOR                                                                                 ,5811
14539,MICRO TRANSMISSOR                                                                                   ,5811
14540,CARTUCHO TINTA DUPLICADOR DIGITAL GESTETNER                                                         ,7090
14541,RECEPTOR                                                                                            ,5811
14541,RECEPTOR                                                                                            ,5811
14542,MICRO TRANSMISSOR TELEFÔNICO                                                                        ,5811
14543,PLUGUE REDUTOR                                                                                      ,5935
14544,MESA COORDENADA X/Y                                                                                 ,6640
14545,GUIA LINEAR                                                                                         ,5220
14545,GUIA LINEAR                                                                                         ,5220
14546,LATANOPROSTA                                                                                        ,6505
14547,LEFLUNOMIDA                                                                                         ,6505
14548,"6(Y,Y-DIMETILALILAMINO)PURINA                                                                       ",6810
14549,MONÓCULO VISÃO NOTURNA                                                                              ,5855
14550,MIRTAZAPINA                                                                                         ,6505
14551,ALCAFTADINA                                                                                         ,6505
14552,RIVASTIGMINA                                                                                        ,6505
14553,ÁCIDO NITRILOTRIACÉTICO                                                                             ,6810
14553,ÁCIDO NITRILOTRIACÉTICO                                                                             ,6810
14554,BROCA TRICÔNICA                                                                                     ,3820
14555,SOLUÇÃO FONTE                                                                                       ,6850
14556,GERMÂNIO                                                                                            ,6810
14557,CARTUCHO TONER / REVELADOR COPIADORA MITA                                                           ,7090
14558,CRATAEGO + MARACUJÁ + MULUNGU                                                                       ,6505
14559,SIMETICONA                                                                                          ,6505
14560,SALICILAMINA + CLORFENIRAMINA + CAFEÍNA + VIT C                                                     ,6505
14561,HEPTADECANOATO DE METILA                                                                            ,6810
14562,CLORAMINA T                                                                                         ,6810
14563,CATETER P/ TERAPIA RENAL                                                                            ,6515
14564,NEUTRALIZANTE QUÍMICO                                                                               ,6850
14565,AR CONDICIONADO-APARELHO                                                                            ,4120
14566,CÂMARA FOTOGRÁFICA DIGITAL                                                                          ,6720
14567,TUBO GEOMECÂNICO                                                                                    ,9330
14568,CONJUNTO TALAS ORTOPÉDICAS                                                                          ,6515
14569,ÓCULOS DE PROTEÇÃO INDIVIDUAL                                                                       ,4240
14569,ÓCULOS DE PROTEÇÃO INDIVIDUAL                                                                       ,4240
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14570,CÂMERA FOTOGRÁFICA DIGITAL                                                                          ,6720
14571,FILTRO GEOMECÂNICO                                                                                  ,4610
14572,CÂNULA OROFARÍNGEA GUEDEL                                                                           ,6515
14573,PIRIDOXINA                                                                                          ,6810
14574,CAP GEOMECÂNICO                                                                                     ,9330
14575,PRANCHA USO MÉDICO (CONSULTAR INC 09621)                                                            ,6515
14576,AROMATIZANTE AMBIENTAL                                                                              ,7930
14576,AROMATIZANTE AMBIENTAL                                                                              ,7930
14576,AROMATIZANTE AMBIENTAL                                                                              ,7930
14577,BRONFENIRAMINA + FENILEFRINA + FENILPROPANOLAMINA                                                   ,6505
14578,BLOCO RECIBO PAGAMENTO                                                                              ,7540
14579,BLOCO NOTA FISCAL                                                                                   ,7540
14580,ÁCIDO CANFOR-10-SULFÔNICO                                                                           ,6810
14581,"""MILHO""                                                                                             ",8920
14582,LENÇO PLÁSTICO - USO MÉDICO                                                                         ,6510
14583,PURÊ TOMATE                                                                                         ,8950
14584,MOLHO PIMENTA                                                                                       ,8950
14585,LANÇA HISTÓRICA                                                                                     ,9915
14586,ÁCIDO CÍTRICO                                                                                       ,6505
14587,LACTACISTINA                                                                                        ,6810
14588,PROTETOR ELEVADOR                                                                                   ,8135
14589,PIMENTA DO REINO                                                                                    ,8950
14590,RINCOFOROL                                                                                          ,6840
14591,CONJUNTO CORTE GRAMPEADOR                                                                           ,3610
14592,BLOCO REQUISIÇÃO VEÍCULO                                                                            ,7540
14593,PEÇAS E ACESSÓRIOS GRAMPEADOR                                                                       ,3610
14594,NITAZOXANIDA                                                                                        ,6505
14595,CONDICIONADOR ÁCIDO ESMALTE                                                                         ,6520
14596,EXTRATOR FIBRA                                                                                      ,6640
14597,PETROLATO                                                                                           ,6505
14598,ÓLEO DE FÍGADO DE BACALHAU                                                                          ,6505
14599,SISTEMA FECHADO DE ASPIRAÇÃO TRAQUEAL                                                               ,6515
14600,PROTETOR CLÍNICO ODONTOLÓGICO                                                                       ,6520
14600,PROTETOR CLÍNICO ODONTOLÓGICO                                                                       ,6520
14601,FIXADOR DENTAL (CONSULTAR INC 14021)                                                                ,6520
14602,SÍMBOLO IDENTIFICADOR PRÉDIO                                                                        ,9905
14602,SÍMBOLO IDENTIFICADOR PRÉDIO                                                                        ,9905
14603,PAPEL CARTÃO PERGAMENATA NATURALE                                                                   ,9310
14604,ROLDANA MÁQUINA VINCO                                                                               ,5340
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14605,VESTUÁRIO PROTEÇÃO                                                                                  ,8415
14606,BANDEJA DENTADA PARA PIPETAS                                                                        ,6640
14607,SEMENTE PLANTAGO                                                                                    ,6505
14608,HIPROMELOSE + DEXTRANO + CLORETO DE BENZALCÔNIO                                                     ,6505
14609,PROPAFENONA CLORIDRATO                                                                              ,6505
14610,ANALISADOR CABEAMENTO REDE                                                                          ,7080
14611,VENTILADOR TIPO TORRE                                                                               ,4140
14612,PÓ P/MARIA MOLE                                                                                     ,8925
14613,PRALIDOXIMA MESILATO                                                                                ,6505
14614,PLACA HOMENAGEM                                                                                     ,9905
14614,PLACA HOMENAGEM                                                                                     ,9905
14614,PLACA HOMENAGEM                                                                                     ,9905
14614,PLACA HOMENAGEM                                                                                     ,9905
14615,SULFETO DE SELÊNIO                                                                                  ,6505
14616,CARBONATO DE SÓDIO                                                                                  ,6810
14617,CHEQUE COMBUSTÍVEL                                                                                  ,7540
14618,ISOTIOCIANATO DE 2-FENILETILA                                                                       ,6810
14619,PASTA FRANGO                                                                                        ,8940
14620,SENSOR BÓIA TANQUE COMBUSTÍVEL                                                                      ,2910
14621,SENSOR BÓIA TANQUE DE COMBUSTÍVEL                                                                   ,2910
14622,SENSOR BÓIA DE TANQUE DE COMBUSTÍVEL                                                                ,2910
14623,FILTRO PULVERIZAÇÃO                                                                                 ,3740
14623,FILTRO PULVERIZAÇÃO                                                                                 ,3740
14623,FILTRO PULVERIZAÇÃO                                                                                 ,3740
14624,GUIA BANDEJA MANUTENÇÃO                                                                             ,7070
14625,ETILENODIAMINOTETRACÉTICO CÁLCICO                                                                   ,6505
14626,ANTÍGENO                                                                                            ,6550
14626,ANTÍGENO                                                                                            ,6550
14627,CÂMARA FISSÃO                                                                                       ,4470
14628,PROTETOR CUTÂNEO*                                                                                   ,6510
14629,BITS DE PERFURAÇÃO                                                                                  ,3820
14630,CAIXA DESCARGA                                                                                      ,4510
14631,RAÇÃO SUPLEMENTO SUINO                                                                              ,8710
14632,RAÇÃO SUPLEMENTAR AVE                                                                               ,8710
14633,CONJUNTO AUXILIADOR PIPETAGEM                                                                       ,6640
14634,MÁQUINA ASSINAR                                                                                     ,7490
14635,MÁQUINA COPIAR CHAVES                                                                               ,3590
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14636,CONJUNTO FERRAMENTAS                                                                                ,5180
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14637,JOGO CHAVE                                                                                          ,5120
14638,PEÇAS/COMPONENTES-ORDENHDEIRA MECÂNICA                                                              ,3730
14639,PEÇAS/COMPONENTES-ORDENHADEIRA MECÂNICA                                                             ,3730
14640,PEÇAS E COMPONENTES-ORDENHADEIRA MECÂNICA                                                           ,3730
14640,PEÇAS E COMPONENTES-ORDENHADEIRA MECÂNICA                                                           ,3730
14640,PEÇAS E COMPONENTES-ORDENHADEIRA MECÂNICA                                                           ,3730
14641,FUSOR                                                                                               ,7070
14642,CLORETO DE OURO                                                                                     ,6810
14643,NITROANILIDA                                                                                        ,6810
14644,VEDA ROSCA                                                                                          ,5330
14645,PORTA-TUBO                                                                                          ,6640
14646,MARTELO DE CHAVEIRO                                                                                 ,5120
14647,ESTRADO MODULAR                                                                                     ,7220
14648,ALICATE                                                                                             ,5120
14648,ALICATE                                                                                             ,5120
14649,RAÇÃO ANIMAL PELETIZADA                                                                             ,8710
14649,RAÇÃO ANIMAL PELETIZADA                                                                             ,8710
14650,CÂMERA VIDEOCONFERÊNCIA                                                                             ,5836
14650,CÂMERA VIDEOCONFERÊNCIA                                                                             ,5836
14651,CONJUNTO DESENSIBILIZADOR                                                                           ,6520
14652,CHAPA AQUECEDORA PLATAFORMA                                                                         ,6640
14653,DESENSIBILIZADOR                                                                                    ,6520
14654,CARBENDAZIM                                                                                         ,6840
14655,TRANSCEPTOR CONVERSOR CABO FIBRA ÓTICA                                                              ,6030
14655,TRANSCEPTOR CONVERSOR CABO FIBRA ÓTICA                                                              ,6030
14656,VILDAGLIPTINA                                                                                       ,6810
14657,reboco pronto                                                                                       ,5610
14658,REBOCO PRONTO                                                                                       ,5610
14659,MESA SECRETARIA                                                                                     ,7110
14660,GRADE CARTEIRA ESCOLAR                                                                              ,7195
14661,PARAFUSO ROSCA FERRO                                                                                ,5305
14662,ASSENTO CADEIRA ESCOLAR                                                                             ,7110
14663,ENCOSTO CADEIRA ESCOLAR                                                                             ,7110
14664,ÁCIDO METANOSSULFÔNICO                                                                              ,6810
14665,MICROTRITURADOR FRUTAS - PEÇAS / ACESSÓRIOS                                                         ,3605
14666,PÁ DE BICO                                                                                          ,5120
14667,PONTEIRO                                                                                            ,5120
14667,PONTEIRO                                                                                            ,5120
14668,PORTA-LÁPIS                                                                                         ,7520
14669,BATERIA EXTRAÇÃO GORDURA BRUTA                                                                      ,6640
14670,AQUECEDOR                                                                                           ,6515
14670,AQUECEDOR                                                                                           ,6515
14670,AQUECEDOR                                                                                           ,6515
14671,GLICEROL                                                                                            ,6505
14672,FLUAZINAM                                                                                           ,6840
14673,PAPEL FICHÁRIO                                                                                      ,7510
14674,BORRACHA ESTABILIZADOR                                                                              ,2510
14675,BORRACHA PORTA                                                                                      ,2510
14676,ALETA SAÍDA PAPEL IMPRESSORA                                                                        ,7070
14677,JOGO JUNTAS                                                                                         ,2910
14677,JOGO JUNTAS                                                                                         ,2910
14677,JOGO JUNTAS                                                                                         ,2910
14678,FITA GOTEJADORA                                                                                     ,3710
14679,PAPEL GRÁFICO                                                                                       ,6625
14679,PAPEL GRÁFICO                                                                                       ,6625
14679,PAPEL GRÁFICO                                                                                       ,6625
14680,NEBULIZADOR                                                                                         ,6630
14681,VASSOURA REGULÁVEL                                                                                  ,5120
14682,5'-TRIFOSFATO DE ADENOSINA                                                                          ,6810
14683,MISTURADOR                                                                                          ,6640
14684,MANGUEIRA GÁS                                                                                       ,4720
14684,MANGUEIRA GÁS                                                                                       ,4720
14685,BANDEJA OVOS                                                                                        ,8115
14686,MACA RESGATE                                                                                        ,6530
14687,MANDIOCA INTEGRAL - RASPA                                                                           ,8710
14688,TECIDO DE PIQUET                                                                                    ,8305
14689,SELANTE CIRÚRGICO                                                                                   ,6505
14690,LÂMPADA DEUTÉRIO                                                                                    ,6240
14691,"""ESPETINHO""                                                                                         ",8905
14692,MESA AGITADORA                                                                                      ,6640
14693,SERINGA                                                                                             ,6520
14693,SERINGA ODONTOLOGICA                                                                                ,6520
14694,CATETER OXIGENOTERAPIA                                                                              ,6515
14694,CATETER OXIGENOTERAPIA                                                                              ,6515
14695,"""HAMBURGUER""                                                                                        ",8905
14696,AMPRÓLIO                                                                                            ,6509
14697,CÂMERA WEB                                                                                          ,7060
14698,COCCIDIOSTÁTICO                                                                                     ,8710
14699,PORTA OBJETO CONJUGADO                                                                              ,7520
14700,FILME POLIETILENO                                                                                   ,3610
14701,PAQUÍMETRO UNIVERSAL                                                                                ,5220
14701,PAQUÍMETRO UNIVERSAL                                                                                ,5220
14701,PAQUÍMETRO UNIVERSAL                                                                                ,5220
14702,FLUORETO DE FENILMETILSULFONILA (PMSF)                                                              ,6810
14703,PLATAFORMA COMUNICAÇÃO TELEFÔNICA                                                                   ,5805
14704,TELEFONE CABEÇA                                                                                     ,5805
14705,FIO RÍGIDO                                                                                          ,6145
14706,FRASCO TEFLON                                                                                       ,6640
14707,GENTAMICINA                                                                                         ,6505
14708,CRESOL                                                                                              ,6520
14709,EVIDENCIADOR DENTAL                                                                                 ,6520
14709,EVIDENCIADOR DENTAL                                                                                 ,6520
14710,TAÇA DE BORRACHA                                                                                    ,6520
14711,FERRAGEM HASTEAMENTO BANDEIRA                                                                       ,8345
14712,FERRAMENTA TERMINAÇÃO CABEAMENTO                                                                    ,5999
14713,CONJUNTO ESCOVA                                                                                     ,7920
14713,CONJUNTO ESCOVA                                                                                     ,7920
14714,ESPELHO PARA CONDULETE                                                                              ,5930
14715,ESPELHO CONDULETE                                                                                   ,5935
14716,ESPELHO TOMADA                                                                                      ,5935
14717,AGULHA TIPO HUBBER                                                                                  ,6515
14718,BASTIDOR TELEFÔNICO                                                                                 ,5805
14719,RODÍZIO FIXO                                                                                        ,3920
14720,LIMPA BICO INJETOR (KIT LIMPEZA)                                                                    ,7930
14721,PLAINA MANUAL                                                                                       ,5110
14722,PÊRA INSUFLADORA                                                                                    ,6640
14723,CUBA ELETROFORESE                                                                                   ,6640
14724,LANTERNA CAPACETE                                                                                   ,4240
14725,PASTA SUSPENSA PENDULAR                                                                             ,7510
14726,SOLUÇÃO DE CLOREXIDINA                                                                              ,6520
14727,JOGO CHAVES FENDA                                                                                   ,5120
14727,JOGO CHAVES FENDA                                                                                   ,5120
14727,JOGO CHAVES FENDA                                                                                   ,5120
14728,DESIDRATADOR                                                                                        ,3605
14729,PLACA DE HIDROCOLÓIDE                                                                               ,6515
14730,CITRATO DE FERRO                                                                                    ,6810
14731,BRAÇO AUXILIAR DIREÇÃO                                                                              ,2530
14732,JOGO CABOS VELA                                                                                     ,2920
14732,JOGO CABOS VELA                                                                                     ,2920
14733,COLCHONETE                                                                                          ,7210
14733,COLCHONETE                                                                                          ,7210
14733,COLCHONETE                                                                                          ,7210
14734,CEMENTE CAPIM                                                                                       ,8730
14735,IODENAFILA CARBONATO                                                                                ,6505
14736,CATETER ASPIRAÇÃO TRAQUEAL                                                                          ,6515
14737,SEMENTE CAPIM                                                                                       ,8730
14738,HIDRÓXIDO DE TRIETILAMÔNIO (TEA)-OH                                                                 ,6810
14739,ENXADÃO                                                                                             ,5110
14740,CATETER UMBILICAL                                                                                   ,6515
14741,MÁSCARA PROTEÇÃO FACIAL                                                                             ,6515
14742,CATETER FOGARTY                                                                                     ,6515
14743,CONECTOR CABO PAR TRANÇADO                                                                          ,5935
14744,PLACA MADEIRA                                                                                       ,5530
14744,PLACA MADEIRA                                                                                       ,5530
14744,PLACA MADEIRA                                                                                       ,5530
14745,ALVEOSAN                                                                                            ,6505
14746,PESO PADRONIZADO AFERIÇÃO                                                                           ,6670
14746,PESO PADRONIZADO AFERIÇÃO                                                                           ,6670
14747,ÓXIDO DE TRIOCTILFOSFINO (TOPO)                                                                     ,6810
14748,SABONETE ANTISSÉPTICO                                                                               ,6508
14749,AGOMELATINA                                                                                         ,6505
14750,CONECTOR TELEFÔNICO                                                                                 ,5805
14751,ESTOJO CONJUNTO PESOS                                                                               ,8115
14752,"3,4-DIIDRO-2H-PIRANO                                                                                ",6810
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14753,SEMENTE                                                                                             ,8730
14754,FERRAMENTA DE INSERÇÃO                                                                              ,5999
14755,ORGANIZADOR CABOS                                                                                   ,7080
14755,ORGANIZADOR CABOS                                                                                   ,7080
14756,ESTETO CAMPANULA FETAL                                                                              ,6515
14757,ESCOVA ODONTOLÓGICA                                                                                 ,6520
14758,ÁCIDO SÓRBICO                                                                                       ,6810
14759,TUBO ENGATE RÁPIDO                                                                                  ,3710
14760,TUBO SUBIDA                                                                                         ,3710
14761,CATETER INTRAVENOSO                                                                                 ,6515
14762,CLORETO DE COBALTO II                                                                               ,6810
14763,ESTAQUIOSE                                                                                          ,6810
14764,PAPEL SEMI KRAFT                                                                                    ,9310
14765,REDE ANTI-INVERSÃO PÁRA-QUEDAS                                                                      ,4240
14766,TETO TRATOR                                                                                         ,2510
14767,COMPLEXO DE FERRO DEXTRANO                                                                          ,6509
14767,COMPLEXO DE FERRO DEXTRANO                                                                          ,6509
14767,COMPLEXO DE FERRO DEXTRANO                                                                          ,6509
14768,TESOURA ESCOLAR                                                                                     ,7520
14769,TAMPO CARTEIRA ESCOLAR                                                                              ,7110
14770,TECIDO USO PÁRA-QUEDAS                                                                              ,4240
14771,CABO PÁRA-QUEDAS                                                                                    ,4240
14772,APLICADOR BRINCO ANIMAL                                                                             ,3730
14773,CHASSI APARELHO AR CONDICIONADO                                                                     ,4130
14774,CAPACITOR                                                                                           ,5910
14774,CAPACITOR                                                                                           ,5910
14774,CAPACITOR                                                                                           ,5910
14775,MÓDULO CENTRAL TELEFÔNICA                                                                           ,5805
14776,CÁPSULA BÚSSOLA NAVEGAÇÃO                                                                           ,6605
14777,VÁLVULA AUTOMÁTICA IRRIGAÇÃO                                                                        ,4820
14778,BRAÇADEIRA ASPERSOR                                                                                 ,4730
14779,PLACA AQUECIMENTO                                                                                   ,6640
14780,DESENGRIMPANTE                                                                                      ,9150
14780,DESENGRIMPANTE                                                                                      ,9150
14781,CADEIRA MASSOTERAPIA                                                                                ,6530
14782,MÓDULO FLUXO LAMINAR                                                                                ,6630
14783,MASSEIRA                                                                                            ,3605
14783,MASSEIRA                                                                                            ,3605
14783,MASSEIRA                                                                                            ,3605
14784,CONJUNTO PONTAS DIAMANTADAS                                                                         ,6520
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14785,ESTAÇÃO TRABALHO                                                                                    ,7195
14786,"""MICROCOMPUTADOR PRODUÇÃO""                                                                          ",7010
