codigo,descricao,codigo_classe
05971,HÓLMIO                                                                                              ,6810
05972,"1,1,2-TRICLORO-TRIFLUOROETANO                                                                       ",6810
05973,CRISTAL OSCILADOR - PIEZOELETRICO QUARTZO                                                           ,5955
05974,CRISTAL QUARTZO                                                                                     ,5955
05975,CRISTAL RESSONANTE - PIEZOELETRICO                                                                  ,5955
05976,PONTE DE TITULAÇÃO                                                                                  ,6640
05977,ADIPATO DE ETILA                                                                                    ,6810
05978,CROMATO DE POTÁSSIO                                                                                 ,6810
05979,CROMATO DE POTÁSSIO DILUÍDO                                                                         ,6810
05980,RADIOCROMATÓGRAFO                                                                                   ,3590
05981,CROMOGLICATO DISSÓDICO                                                                              ,6810
05982,CRONOGRAFO                                                                                          ,6645
05983,CRONOGRAFO DE PRECISAO                                                                              ,6645
05983,CRONOGRAFO DE PRECISAO                                                                              ,6645
05984,CRONÔMETRO                                                                                          ,6645
05985,CROSCARMELOSE A (VER INC 05459)                                                                     ,6850
05986,CRUSTACEO EM CONSERVA                                                                               ,8930
05987,CRUZETA DE MADEIRA DE LEI PARA REDE                                                                 ,5510
05988,CRUZETA LINHA DE COMUNICAÇÃO                                                                        ,5680
05989,CRUZETA IMUNIZADA REDE ELÉTRICA                                                                     ,5510
05990,CRUZETA MÁQUINA À VAPOR                                                                             ,2820
05991,CRUZETA                                                                                             ,5680
05991,CRUZETA                                                                                             ,5680
05992,CRUZETA TRANSMISSÃO VEÍCULO                                                                         ,2520
05992,CRUZETA TRANSMISSÃO VEÍCULO                                                                         ,2520
05993,CUBA                                                                                                ,6520
05994,CUBA USO HOSPITALAR                                                                                 ,6530
05995,CUBA APARELHO - USO  LABORATÓRIO                                                                    ,6640
05996,CUBA DE ACO INOXIDAVEL PARA PIA                                                                     ,4510
05997,CUBA DE AGATA PARA PIA                                                                              ,4510
05998,CUBA DE CIMENTO PARA PIA                                                                            ,4510
05999,CUBA DE LOUCA PARA PIA                                                                              ,4510
06000,CUBA DE MARMORE PARA PIA                                                                            ,4510
06001,CUBA DE PVC PARA PIA                                                                                ,4510
06002,CUBA                                                                                                ,4510
06002,CUBA                                                                                                ,4510
06003,CUBETA                                                                                              ,6640
06004,RODA LIVRE                                                                                          ,2530
06005,CUBO RODA                                                                                           ,2530
06006,CUMARINA                                                                                            ,6505
06007,CUMEEIRA DE CONCRETO                                                                                ,5650
06008,CUMEEIRA DE MATERIAL METALICO FERROSO                                                               ,5650
06009,CUMEEIRA DE MATERIAL NAO METALICO                                                                   ,5650
06010,CUMEEIRA TERMOPLASTICA - LONGITUDINAL / ONDULAR                                                     ,5650
06011,CUNHA ODONTOLÓGICA                                                                                  ,6520
06012,CUPILHA                                                                                             ,5920
06013,CUPILHA                                                                                             ,5315
06013,CUPILHA                                                                                             ,5315
06014,CÚPULA                                                                                              ,4430
06015,CURCUMA                                                                                             ,6820
06016,CURETA                                                                                              ,6515
06017,CURETA ODONTOLÓGICA                                                                                 ,6520
06017,CURETA ODONTOLÓGICA                                                                                 ,6520
06018,CURETA ALVEOLAR - USO ODONTOLOGICO                                                                  ,6520
06019,CURETA CONCHA - USO ODONTOLOGICO                                                                    ,6520
06020,CURETA DE ARGOLA - USO ODONTOLOGICO                                                                 ,6520
