codigo,descricao,codigo_classe
18455,EXTRATO MEDICINAL                                                                                   ,6505
18456,TETRIZOLINA CLORIDRATO                                                                              ,6505
18457,SULFAQUINOXALINA                                                                                    ,6509
18458,DAMPER REGULADOR VAZÃO                                                                              ,6110
18459,PENTE DE SOQUETES                                                                                   ,5935
18460,PIRÓGRAFO                                                                                           ,5130
18461,ÓXIDO DE ZIRCÔNIO                                                                                   ,6810
18462,CANTEADOR                                                                                           ,7510
18463,3-HIDROXI-L-TIROSINA (L-DOPA)                                                                       ,6810
18464,DALFOPRISTINA                                                                                       ,6505
18465,ÍTRIO                                                                                               ,6810
18466,TECIDO CAMUFLADO                                                                                    ,8305
18467,ALGÔMETRO                                                                                           ,6515
18468,EFALIZUMABE                                                                                         ,6505
18469,CROQUE TELESCÓPICO                                                                                  ,2090
18470,SUPORTE PLÁSTICO                                                                                    ,7125
18471,TOLTERODINA TARTARATO                                                                               ,6505
18472,ORGANIZADOR                                                                                         ,8115
18472,ORGANIZADOR                                                                                         ,8115
18472,ORGANIZADOR                                                                                         ,8115
18472,ORGANIZADOR                                                                                         ,8115
18472,ORGANIZADOR                                                                                         ,8115
18472,ORGANIZADOR                                                                                         ,8115
18473,CONJUNTO AQUECIMENTO COPIADORA                                                                      ,7070
18474,MACROGOL                                                                                            ,6505
18474,MACROGOL                                                                                            ,6505
18475,PLOTTER RECORTE                                                                                     ,3610
18475,PLOTTER RECORTE                                                                                     ,3610
18475,PLOTTER RECORTE                                                                                     ,3610
18476,EXTRATOR                                                                                            ,6515
18477,ESCARRADEIRA                                                                                        ,6515
18478,ESPALHANTE ADESIVO                                                                                  ,6850
18479,VENDA OLHOS                                                                                         ,8415
18480,LIXADOR                                                                                             ,5350
18481,GRAMA SINTÉTICA                                                                                     ,7220
18482,CAPA PROTETORA                                                                                      ,9999
18482,CAPA PROTETORA                                                                                      ,9999
18482,CAPA PROTETORA                                                                                      ,9999
18483,GLICONATO DE CÁLCIO                                                                                 ,6810
18484,ACESSÓRIO CANALETA                                                                                  ,5975
18484,ACESSÓRIO CANALETA                                                                                  ,5975
18484,ACESSÓRIO CANALETA                                                                                  ,5975
18484,ACESSÓRIO CANALETA                                                                                  ,5975
18485,MEDIDOR DE RADIAÇÃO RADIOTERAPIA                                                                    ,6525
18486,COENZIMA Q-10 (CONSULTAR UBIDECARENONA)                                                             ,6505
18487,NONOXINOL                                                                                           ,6505
18488,ÓXIDO DE CROMO III                                                                                  ,6810
18489,ÓXIDO DE ESTANHO                                                                                    ,6810
18490,ÓXIDO DE ÍNDIO                                                                                      ,6810
18491,ÁCIDO AURINTRICARBOXÍLICO                                                                           ,6810
18492,ÁCIDO ADÍPICO                                                                                       ,6810
18492,ÁCIDO ADÍPICO                                                                                       ,6810
18493,ÓXIDO DE NIÓBIO                                                                                     ,6810
18494,ÓXIDO DE BISMUTO                                                                                    ,6810
18495,SULFETO DE AMÔNIO                                                                                   ,6810
18496,TIOACETAMIDA                                                                                        ,6505
18497,ILOPROSTA                                                                                           ,6505
18498,ESTEIRA ERGOMÉTRICA                                                                                 ,6515
18499,MESA R.P.G.                                                                                         ,6515
