codigo,descricao,codigo_classe
03964,BURETA                                                                                              ,6640
03965,BÚSSOLA NAVEGAÇÃO                                                                                   ,6605
03965,BÚSSOLA NAVEGAÇÃO                                                                                   ,6605
03966,BÚSSOLA DE TOPOGRAFIA                                                                               ,6675
03967,BÚSSOLA SALVAMENTO                                                                                  ,4240
03968,BUSSULFANO                                                                                          ,6505
03969,TERC-BUTIL-HIDROQUINONA                                                                             ,6810
03970,TRIBUTILFOSFINA                                                                                     ,6810
03971,BUTIRÔMETRO                                                                                         ,6640
03972,BUZINA                                                                                              ,6350
03973,BUZINA - VEICULO AUTOMOTIVO                                                                         ,2920
03973,BUZINA - VEICULO AUTOMOTIVO                                                                         ,2920
03973,BUZINA - VEICULO AUTOMOTIVO                                                                         ,2920
03973,BUZINA - VEICULO AUTOMOTIVO                                                                         ,2920
03974,BUZINA DE ESCOVEM USO NAVAL                                                                         ,2040
03975,BUZINA DE VEICULO                                                                                   ,6350
03976,BUZINA ELÉTRICA DE VEÍCULO                                                                          ,6350
03977,BUZINA MULTIAPLICAÇÃO                                                                               ,6350
03978,CABEÇA DE EXERCÍCIO INERTE ( CAB - EX IN )                                                          ,1340
03979,CABEÇA DE GUERRA / ANTI - CARRO ( CAB - AC )                                                        ,1340
03980,CABEÇA DE GUERRA / ANTI - PESSOAL  ( CAB - AP )                                                     ,1340
03981,CABECA DE GUERRA / SINALIZADORA                                                                     ,1340
03982,CABEÇA POÇO                                                                                         ,3835
03983,CABEÇA POÇO PRODUÇÃO PETRÓLEO                                                                       ,3835
03984,CABEÇOTE BOMBA INJETORA DE COMBUSTÍVEL - MOTOR DIE                                                  ,2910
03985,CABEÇOTE DE FACA DE MÁQUINA DE TRABALHO EM MADEIRA                                                  ,3230
03986,CABEÇOTE MOTO-COMPRESSOR                                                                            ,2805
03987,CABEÇOTE MOTOR                                                                                      ,2815
03988,CABEÇOTE DE MOTOR A GÁS                                                                             ,2805
03989,CABEÇOTE DE MOTOR A GASOLINA                                                                        ,2805
03990,COMPRESSOR CONDICIONADOR AR                                                                         ,2815
03991,CABERGOLINA                                                                                         ,6505
03992,EQUIPO ODONTOLÓGICO                                                                                 ,6520
03993,CABIDE DE PÉ - USO HOSPITALAR                                                                       ,6530
03994,BARRILETE                                                                                           ,6640
03995,CABINE ACÚSTICA P/ AUDIOMETRIA                                                                      ,6515
03996,CABINE COMPLETA DE TRATOR DE ESTEIRA                                                                ,2510
03997,CABINE COMPLETA DE TRATOR DE RODA                                                                   ,2510
03997,CABINE COMPLETA DE TRATOR DE RODA                                                                   ,2510
03998,CABINE PINTURA                                                                                      ,4940
03999,CABINE PRIMÁRIA DE ENTRADA DE MEDIÇÃO                                                               ,6110
04000,CABINE PROTEÇÃO RAIO X                                                                              ,6525
04001,CABINE SANITARIA PORTATIL                                                                           ,4540
04002,CABINE TELEFONICA PORTATIL                                                                          ,5805
04003,CABO A OLEO FLUIDO TIPO OF ATE 242KV                                                                ,6145
04004,CABO APRESTO EMBARCAÇÃO                                                                             ,2010
04005,CABO DIATERMIA                                                                                      ,6515
04006,REFLETOR ODONTOLÓGICO                                                                               ,6520
04007,CABO LÓGICO BLINDADO                                                                                ,6145
04008,CABO ESTILETE                                                                                       ,6515
04009,CABO ELÉTRICO FLEXÍVEL                                                                              ,6145
04009,CABO ELÉTRICO FLEXÍVEL                                                                              ,6145
04009,CABO ELÉTRICO FLEXÍVEL                                                                              ,6145
04009,CABO ELÉTRICO FLEXÍVEL                                                                              ,6145
04009,CABO ELÉTRICO FLEXÍVEL                                                                              ,6145
04009,CABO ELÉTRICO FLEXÍVEL                                                                              ,6145
04009,CABO ELÉTRICO FLEXÍVEL                                                                              ,6145
04010,CABO AÇO                                                                                            ,4010
04010,CABO AÇO                                                                                            ,4010
04010,CABO AÇO                                                                                            ,4010
04011,CABO DE ACO GALVANIZADO                                                                             ,4010
04012,CABO DE AÇO PARA REBOQUE                                                                            ,4020
04013,CABO DE ACO POLIDO                                                                                  ,4010
04014,CABO AMARRAÇÃO DE EMBARCAÇÃO                                                                        ,4020
04015,CABO DE COBRE EM TERMOFIXO DE USO INDUSTRIAL                                                        ,6145
04016,CABO DE COBRE EM TERMOPLASTICO DE USO INDUSTRIAL                                                    ,6145
04017,"CABO DE COBRE EM TERMOPLASTICO DE 1,2 A 25,8KV                                                      ",6145
