codigo,descricao,codigo_classe
17670,SULFATO DE FERRO                                                                                    ,6810
17671,"2,4-BIS(DIFENILFOSFINO)PENTANO                                                                      ",6810
17672,ÁCIDO QUINOLÍNICO                                                                                   ,6810
17673,SULFETO DE MERCÚRIO                                                                                 ,6810
17674,NIÓBIO                                                                                              ,6810
17674,NIÓBIO                                                                                              ,6810
17675,TRATAMENTO QUIMIOTERÁPICO DA HANSENÍASE                                                             ,6505
17676,BUTIL-LÍTIO                                                                                         ,6810
17677,CLOZAPINA                                                                                           ,6505
17678,DONEPEZILA                                                                                          ,6505
17679,MOLGRAMOSTIM                                                                                        ,6505
17680,ENTACAPONA                                                                                          ,6505
17681,ETOSSUXIMIDA                                                                                        ,6505
17682,PPD - DERIVADO PROTÊICO PURIFICADO                                                                  ,6550
17683,ÁCIDO OLEANÓLICO                                                                                    ,6810
17684,SEVELAMER                                                                                           ,6505
17685,IMIGLUCERASE                                                                                        ,6505
17686,INTERFERONA                                                                                         ,6505
17687,PRAMIPEXOL                                                                                          ,6505
17688,RILUZOL                                                                                             ,6505
17689,QUETIAPINA                                                                                          ,6505
17690,TRIENTINA CLORIDRATO                                                                                ,6505
17691,PERGOLIDA                                                                                           ,6505
17692,TOLCAPONA                                                                                           ,6505
17693,RESERVATÓRIO PARA DRENO                                                                             ,6515
17694,LOUSA INTERATIVA                                                                                    ,7110
17694,LOUSA INTERATIVA                                                                                    ,7110
17694,LOUSA INTERATIVA                                                                                    ,7110
17695,ÁCIDO 4-AZIDOBENZÓICO                                                                               ,6810
17696,BARRA ERICH                                                                                         ,6520
17697,MÓDULO DE ENTRADA DE SINAL                                                                          ,7060
17698,TERPINENO                                                                                           ,6810
17699,CLOFIBRATO                                                                                          ,6505
17700,FENOFIBRATO                                                                                         ,6505
17701,ANÉIS DE IDENTIFICAÇÃO INSTRUMENTAIS                                                                ,6515
17702,SILANO - AGENTE DE ADESÃO                                                                           ,6520
17703,ROLO ALIMENTADOR MÁQUINA COPIADORA                                                                  ,7070
17704,FOGÃO ELÉTRICO                                                                                      ,7310
17704,FOGÃO ELÉTRICO                                                                                      ,7310
17705,ÓXIDO DE COBRE                                                                                      ,6810
17705,ÓXIDO DE COBRE                                                                                      ,6810
17706,SENSOR PRESSÃO                                                                                      ,6695
17706,SENSOR PRESSÃO                                                                                      ,6695
17706,SENSOR PRESSÃO                                                                                      ,6695
17707,CROMOGLICATO DE SÓDIO                                                                               ,6505
17708,DIPIRONA SÓDICA                                                                                     ,6505
17708,DIPIRONA SÓDICA                                                                                     ,6505
17708,DIPIRONA SÓDICA                                                                                     ,6505
17709,ESTRIOL                                                                                             ,6505
17710,FITA UMBILICAL                                                                                      ,6515
17711,MARCADOR DE INSTRUMENTAL                                                                            ,6515
17712,CUTELO                                                                                              ,7340
17713,PLANTAGO OVATA ( VER EXTRATO DE PLANTAS)                                                            ,6505
17714,MIANSERINA CLORIDRATO                                                                               ,6505
17715,HEXAFLUOROPROPANOL                                                                                  ,6810
17716,PAPEL GOFFRATA                                                                                      ,9310
17717,PAPEL POLYESTER / POLIETILENO                                                                       ,9310
17717,PAPEL POLYESTER / POLIETILENO                                                                       ,9310
17718,PAPEL GRANITO                                                                                       ,9310
17719,"""PAPEL METÁLICO""                                                                                    ",9310
17720,TRIFOLIUM PRATENSE                                                                                  ,6505
17721,APLICADOR TINTURA                                                                                   ,8530
17722,GRAMPO CABELO                                                                                       ,8530
17723,UNIDADE DIGESTÃO AMOSTRAS                                                                           ,6695
17724,ADAPTADOR ELETRÔNICO                                                                                ,6695
17725,PLACA AQUISIÇÃO DADOS                                                                               ,6695
17726,ROLETE DE BIELA                                                                                     ,2805
17727,TIANFENICOL                                                                                         ,6505
17728,PRÓTESE FACIAL                                                                                      ,6515
17729,PRENDEDOR DE CABELO                                                                                 ,8530
17730,DIAFRAGMA                                                                                           ,6695
17731,MICROGARRA PNEUMÁTICA                                                                               ,6695
17732,TUBO GRAFITE PIROLÍTICO                                                                             ,6695
17733,ROLO ESPUMA                                                                                         ,7830
17734,BETAISTINA DICLORIDRATO                                                                             ,6505
17735,PLACA MEDIÇÃO                                                                                       ,6695
17736,ANRINONA                                                                                            ,6505
17737,CABECEADO ENCADERNAÇÃO                                                                              ,7510
17738,PAPEL OFÍCIO 9                                                                                      ,7540
17739,FIVELA                                                                                              ,8440
17740,IDENTIFICADOR BIOMÉTRICO DIGITAL                                                                    ,6350
17740,IDENTIFICADOR BIOMÉTRICO DIGITAL                                                                    ,6350
17740,IDENTIFICADOR BIOMÉTRICO DIGITAL                                                                    ,6350
17740,IDENTIFICADOR BIOMÉTRICO DIGITAL                                                                    ,6350
17740,IDENTIFICADOR BIOMÉTRICO DIGITAL                                                                    ,6350
17741,CRIPTÓGRAFO                                                                                         ,5810
17742,DROTRECOGINA ALFA                                                                                   ,6505
17743,ANALISADOR DE ENERGIA ELÉTRICA                                                                      ,6625
17743,ANALISADOR DE ENERGIA ELÉTRICA                                                                      ,6625
