codigo,descricao,codigo_classe
07581,FITA GRAVACAO ANALOGICA                                                                             ,5836
07582,FITA GRAVAÇÃO DADOS                                                                                 ,7090
07583,FITA GRAVAÇÃO DIGITAL                                                                               ,5836
07584,FITA MÁQUINA REGISTRADORA                                                                           ,7510
07585,FITA IMPRESSORA - CODIGO DE BARRA                                                                   ,7025
07586,FITA                                                                                                ,7510
07587,FITA IMPRESSORA - RELOGIO CARIMBADOR                                                                ,7510
07588,TRANSFERIDOR ESCOLAR                                                                                ,7510
07589,FITA IMPRESSORA - TERMODATADOR                                                                      ,6640
07590,RIBBON                                                                                              ,7090
07590,RIBBON                                                                                              ,7090
07591,FITA ISOLAMENTO DE AREA                                                                             ,9330
07591,FITA ISOLAMENTO DE AREA                                                                             ,9330
07592,FITA ISOLANTE ELÉTRICA                                                                              ,5970
07592,FITA ISOLANTE ELÉTRICA                                                                              ,5970
07593,FITA ISOLANTE DE AUTO - FUSAO                                                                       ,5970
07594,FITA ISOLANTE DE FIBRA DE VIDRO                                                                     ,5970
07595,FITA ISOLANTE DE PVC                                                                                ,5970
07596,FITA LIMPEZA CAMARA VIDEO / CABECOTE VIDEO                                                          ,5836
07597,FITA LIMPEZA DRIVE                                                                                  ,7090
07597,FITA LIMPEZA DRIVE                                                                                  ,7090
07598,FITA LITOGRAFICA                                                                                    ,3610
07599,FITA METALICA PARA ENCINTAMENTO DE EMBALAGEM                                                        ,8135
07600,FITA METÁLICA                                                                                       ,9515
07601,FITA METRICA DE ARTIFICE                                                                            ,5210
07602,FITA AUTOCLAVE                                                                                      ,6515
07603,FITA GRAVAÇÃO                                                                                       ,7740
07604,FITA RELÓGIO DATADOR / NUMERADOR                                                                    ,7510
07605,FITA PARA TELETIPOS                                                                                 ,7510
07606,FITA PERFURADA DE METAL NAO FERROSO                                                                 ,9535
07607,FITA REATIVA                                                                                        ,6640
07608,FITA SEMICONDUTORA                                                                                  ,6150
07609,FITA TESTE                                                                                          ,6640
07610,FITA TRANSPORTE IMPRESSOES REVELADAS                                                                ,6640
07611,IMOBILIZADOR (ÓRTESE)                                                                               ,6515
07612,FITA VEDA ROSCA                                                                                     ,5330
07613,FITILHO                                                                                             ,4020
07614,FITOHEMAGLUTININA                                                                                   ,6550
07615,FIVELA DE CALCADO                                                                                   ,8335
07616,FIVELA                                                                                              ,9999
07617,FIXADOR CARGA                                                                                       ,4030
07618,FIXADOR CELULAR                                                                                     ,6640
07619,FIXADOR DE CAPOTA DE VEICULO                                                                        ,5325
07620,FIXADOR DE CHAPA GRAFICA                                                                            ,3610
07621,FIXADOR FILME PARA FOTOLITO                                                                         ,6750
07622,FIXADOR FOTOGRÁFICO                                                                                 ,6750
07623,FIXADOR PARA TEXTIL                                                                                 ,5325
07624,FIXADOR RAIO X - USO RADIOLOGICO                                                                    ,6525
07625,FLACONETE                                                                                           ,6640
07626,FAIXA PROPAGANDA                                                                                    ,8345
07627,FLAMULA COMEMORATIVA                                                                                ,8345
07628,FLAMULA DE PROPAGANDA                                                                               ,8345
07629,FLAMULA DISTINTIVA                                                                                  ,8345
07630,FLANELA                                                                                             ,7920
07631,FLANELOGRAFO                                                                                        ,7195
07632,FLANGE FERRO FUNDIDO PARA REDE DE CANALIZACAO   DEAGUA                                              ,5680
07633,FLANGE INTERMEDIARIA BOMBA GASOLINA                                                                 ,2910
07634,FLANGE PARA GUIAS DE ONDAS                                                                          ,5985
07635,FLASH                                                                                               ,6760
07635,FLASH                                                                                               ,6760
07636,SALICILATO DE METILA                                                                                ,6509
07637,FLOABILOMETRO - USO LABORATORIO                                                                     ,6640
07638,"""FLOCOS DE CEREAL""                                                                                  ",8920
07639,APARELHO TESTE FLOCULAÇÃO                                                                           ,4610
07639,APARELHO TESTE FLOCULAÇÃO                                                                           ,4610
07640,FLOR ARTIFICIAL                                                                                     ,9330
07640,FLOR ARTIFICIAL                                                                                     ,9330
07640,FLOR ARTIFICIAL                                                                                     ,9330
07640,FLOR ARTIFICIAL                                                                                     ,9330
07641,FLOR NATURAL                                                                                        ,8730
07641,FLOR NATURAL                                                                                        ,8730
07641,FLOR NATURAL                                                                                        ,8730
07641,FLOR NATURAL                                                                                        ,8730
07641,FLOR NATURAL                                                                                        ,8730
07641,FLOR NATURAL                                                                                        ,8730
07642,FLOTADOR USO INDUSTRIAL                                                                             ,4610
07643,FLUORETO DE MAGNÉSIO                                                                                ,6810
07644,FLUCONAZOL                                                                                          ,6505
07645,FLUDARABINA FOSFATO                                                                                 ,6505
07646,FLUDROXICORTIDA                                                                                     ,6505
07647,FLUTICASONA FUORATO                                                                                 ,6505
07648,FLUIDIFICANTE PARA CONCRETO                                                                         ,6850
07649,FLUIDO DE ISQUEIRO                                                                                  ,9920
07650,FLUIDO DE SISTEMA DE FREIO                                                                          ,9150
07651,FLUIDO INERTE / FLUIDO TÉRMICO                                                                      ,6850
07651,FLUIDO INERTE / FLUIDO TÉRMICO                                                                      ,6850
07652,FLUÍDO PARA APLICAÇÃO ESPECÍFICA                                                                    ,9150
07652,FLUÍDO PARA APLICAÇÃO ESPECÍFICA                                                                    ,9150
07653,FLUMAZENIL                                                                                          ,6505
07654,CIALOFOPE                                                                                           ,6840
07655,IMAZAQUIM                                                                                           ,6840
07656,FLUNITRAZEPAM                                                                                       ,6505
07657,DISOFENINA                                                                                          ,6810
