codigo,descricao,codigo_classe
15655,COLAR EMBREAGEM AUTOMOTIVA                                                                          ,2520
15656,PLATÔ EMBREAGEM AUTOMOTIVA                                                                          ,2520
15657,PORTA-PALETE                                                                                        ,8135
15657,PORTA-PALETE                                                                                        ,8135
15658,EXTENSÃO TRADO                                                                                      ,5133
15659,SULFATO DE MANGANÊS                                                                                 ,8710
15660,MALHA CILINDRO IMPRESSORA                                                                           ,3610
15661,PASTA TRANSPORTE PROCESSO                                                                           ,7510
15662,SINALIZADOR SEGURANÇA                                                                               ,6350
15662,SINALIZADOR SEGURANÇA                                                                               ,6350
15663,SOFÁ-CAMA                                                                                           ,7105
15664,ESTROVENGA                                                                                          ,5110
15665,FORCADO                                                                                             ,5120
15666,QUADRO ELÉTRICO                                                                                     ,6110
15666,QUADRO ELÉTRICO                                                                                     ,6110
15666,QUADRO ELÉTRICO                                                                                     ,6110
15667,GLÂNDULA HIPÓFISE                                                                                   ,6550
15668,TRANSDUTOR ELETRÔNICO CONVEXO                                                                       ,6515
15669,ÁCIDO ACONÍTICO                                                                                     ,6810
15670,PERCLORATO DE NÍQUEL                                                                                ,6810
15671,ÁCIDO FERRÚLICO                                                                                     ,6810
15672,FLUORETO DE ESTANHO                                                                                 ,6810
15673,FÓSFORO                                                                                             ,6810
15674,"1,1,3,3-TETRAMETILDISILAZANO                                                                        ",6810
15675,HASTE UNIVERSAL                                                                                     ,6640
15676,2-CLOROETOXI-TRIMETILSILANO                                                                         ,6810
15677,RAIA ANTIMAROLA                                                                                     ,7830
15678,ACRILAMIDA                                                                                          ,6810
15679,CATRACA RAIA ANTIMAROLA                                                                             ,7830
15680,OXICLORETO DE ZIRCÔNIO                                                                              ,6810
15681,GANCHO RAIA ANTIMAROLA                                                                              ,7830
15682,CROMO - 51                                                                                          ,6505
15683,PLACA MANDIBULAR                                                                                    ,6515
15684,PLACA ORBITAL                                                                                       ,6515
15685,"PLACA EM ""T""                                                                                        ",6515
15686,"PLACA EM ""Y""                                                                                        ",6515
15687,MACETE                                                                                              ,5120
15688,CONJUNTO ASPIRAÇÃO INTRA-UTERINO                                                                    ,6515
15689,CARTUCHO TINTA IMPRESSORA PRIMERA TECHNOLOGY                                                        ,7090
15690,ÁCIDO PALMÍTICO                                                                                     ,6810
15691,FAIXA DIVULGAÇÃO DE EVENTOS                                                                         ,7690
15691,FAIXA DIVULGAÇÃO DE EVENTOS                                                                         ,7690
15691,FAIXA DIVULGAÇÃO DE EVENTOS                                                                         ,7690
15691,FAIXA DIVULGAÇÃO DE EVENTOS                                                                         ,7690
15692,CÂMERA VÍDEO                                                                                        ,5836
15692,CÂMERA VÍDEO                                                                                        ,5836
15692,CÂMERA VÍDEO                                                                                        ,5836
15693,CONJUNTO FILTRAÇÃO                                                                                  ,6640
15694,BASE PROTETORA CONTATOS CHUVEIRO                                                                    ,4510
15695,APARELHO PURIFICADOR DE ÁGUA                                                                        ,4610
15695,APARELHO PURIFICADOR DE ÁGUA                                                                        ,4610
15695,APARELHO PURIFICADOR DE ÁGUA                                                                        ,4610
15695,APARELHO PURIFICADOR DE ÁGUA                                                                        ,4610
15696,CONTATO GAVETA CHUVEIRO                                                                             ,4510
15697,BASE GUIA CHUVEIRO                                                                                  ,4510
15698,BASE CONTATOS CHUVEIRO                                                                              ,4510
15699,CAMINHÃO TRATOR                                                                                     ,2320
15700,NIPLE COMPLETO CHUVEIRO                                                                             ,4510
15701,CONJUNTO SUPRIMENTO IMPRESSORA LASER                                                                ,7090
15702,CENTRAL ELETRÔNICA                                                                                  ,2920
15703,IGNIÇÃO ELETRÔNICA AUTOMOTIVA                                                                       ,2920
15704,CONVERSOR CATALÍTICO                                                                                ,2920
15705,CILINDRO EMBREAGEM                                                                                  ,2520
15705,CILINDRO EMBREAGEM                                                                                  ,2520
15706,ALAVANCA CONTATO CHUVEIRO                                                                           ,4510
15707,CABO OXIMETRIA                                                                                      ,6515
15708,TAMPA CHUVEIRO                                                                                      ,4510
15709,BRAÇO OSCILANTE                                                                                     ,2510
15710,PASSA FIO                                                                                           ,5975
15711,PAPEL FICHA OURO                                                                                    ,9310
15712,PASSA CABOS PARA RACK                                                                               ,7080
15713,RADIADOR - VEÍCULO                                                                                  ,2930
