codigo,descricao,codigo_classe
10775,ÁCIDO PIROGÁLICO                                                                                    ,6810
10776,PIROXICAM                                                                                           ,6505
10777,PISCA - PISCA DE SINALIZACAO DE TRANSITO                                                            ,6310
10778,PISCINA                                                                                             ,4510
10779,PISO SINTÉTICO                                                                                      ,7220
10780,PISO ANTIDERRAPANTE - LAMINADO                                                                      ,9545
10781,PISO ELEVADO - PEÇA/COMPONENTE                                                                      ,5530
10782,PISO EM RESINA                                                                                      ,7220
10783,PICETA                                                                                              ,6515
10784,PISSETA - USO MEDICO                                                                                ,6515
10785,PISTAO / EMBOLO DE MOTOR DE EMBARCACAO                                                              ,2815
10786,PISTAO DE MAQUINA A VAPOR                                                                           ,2820
10787,PISTÃO DE MOTOR A DIESEL                                                                            ,2815
10787,PISTÃO DE MOTOR A DIESEL                                                                            ,2815
10787,PISTÃO DE MOTOR A DIESEL                                                                            ,2815
10788,PISTÃO                                                                                              ,2805
10788,PISTÃO                                                                                              ,2805
10789,PISTÃO MOTOR                                                                                        ,2990
10790,PISTAO MOTOR GASOLINA - VEICULO AUTOMOTIVO                                                          ,2590
10791,PISTOLA APLICACAO MICROPARTICULA SOLIDA                                                             ,6515
10792,PISTOLA APLICADORA                                                                                  ,8040
10792,PISTOLA APLICADORA                                                                                  ,8040
10792,PISTOLA APLICADORA                                                                                  ,8040
10792,PISTOLA APLICADORA                                                                                  ,8040
10793,PISTOLA DE PINTURA                                                                                  ,4940
10794,PISTOLA DE SINALIZACAO                                                                              ,6350
10795,PISTOLA DE VACINACAO                                                                                ,6515
10796,PISTOLA GRAXEIRA MANUAL                                                                             ,4930
10797,PISTOLA PARA PO QUIMICO SECO                                                                        ,4210
10798,PISTOLA VAPORIZADORA PARA METALIZACAO                                                               ,3426
10799,PISTOLA                                                                                             ,1005
10800,PISTOLA                                                                                             ,4940
10801,PITEIRA                                                                                             ,9920
10802,PIVALATO DE FLUMETASONA + ACIDO SALICILICO                                                          ,6505
10803,"PLACA EM ""L""                                                                                        ",6515
10804,PLACA PARA CULTURA                                                                                  ,6515
10805,PLACA                                                                                               ,6640
10806,PLACA VEÍCULO AUTOMOTIVO                                                                            ,2590
10806,PLACA VEÍCULO AUTOMOTIVO                                                                            ,2590
10806,PLACA VEÍCULO AUTOMOTIVO                                                                            ,2590
10807,PLACA                                                                                               ,6130
10808,PLACA ALFABETICA DE AREA DE ESTOCAGEM                                                               ,9905
10809,PLACA ALFABETICA PARA UNIDADE DE ESTOCAGEM                                                          ,9905
10810,PLACA ANGULADA                                                                                      ,6515
10811,PLACA APOIO FIXACAO LEITO FERROVIA                                                                  ,2250
10812,PLACA APOIO FIXACAO TRILHO FERROVIA                                                                 ,2250
10813,PLATAFORMA LABORATÓRIO                                                                              ,6640
10814,PLACA ORTOPÉDICA P/ MINI E MICRO FRAGMENTOS                                                         ,6515
10815,PLACA AUTO - COMPRESSAO                                                                             ,6515
10816,PLACA CERVICAL                                                                                      ,6515
